"Plot Title: 1"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 874406, SEN S/N: 874406)","Intensity, Lux (LGR S/N: 874406, SEN S/N: 874406)","Coupler Attached (LGR S/N: 874406)","Host Connected (LGR S/N: 874406)","Coupler Detached (LGR S/N: 874406)","End Of File (LGR S/N: 874406)"
32,06/10/25 07:00:00  PM,24.545,129.2,,,,
33,06/10/25 08:00:00  PM,24.641,21.5,,,,
34,06/10/25 09:00:00  PM,24.351,0.0,,,,
35,06/10/25 10:00:00  PM,23.869,0.0,,,,
36,06/10/25 11:00:00  PM,23.773,0.0,,,,
37,06/11/25 12:00:00  AM,24.158,0.0,,,,
38,06/11/25 01:00:00  AM,24.351,0.0,,,,
39,06/11/25 02:00:00  AM,24.255,0.0,,,,
40,06/11/25 03:00:00  AM,24.158,0.0,,,,
41,06/11/25 04:00:00  AM,23.773,0.0,,,,
42,06/11/25 05:00:00  AM,23.581,0.0,,,,
43,06/11/25 06:00:00  AM,23.388,0.0,,,,
44,06/11/25 07:00:00  AM,22.046,64.6,,,,
45,06/11/25 08:00:00  AM,21.951,322.9,,,,
46,06/11/25 09:00:00  AM,23.484,549.0,,,,
47,06/11/25 10:00:00  AM,25.319,688.9,,,,
48,06/11/25 11:00:00  AM,27.468,914.9,,,,
49,06/11/25 12:00:00  PM,29.053,635.1,,,,
50,06/11/25 01:00:00  PM,30.558,936.5,,,,
51,06/11/25 02:00:00  PM,31.472,818.1,,,,
52,06/11/25 03:00:00  PM,31.676,667.4,,,,
53,06/11/25 04:00:00  PM,31.676,742.7,,,,
54,06/11/25 05:00:00  PM,31.064,516.7,,,,
55,06/11/25 06:00:00  PM,29.853,258.3,,,,
56,06/11/25 07:00:00  PM,29.752,75.3,,,,
57,06/11/25 08:00:00  PM,29.252,32.3,,,,
58,06/11/25 09:00:00  PM,28.555,0.0,,,,
59,06/11/25 10:00:00  PM,27.961,0.0,,,,
60,06/11/25 11:00:00  PM,27.173,0.0,,,,
61,06/12/25 12:00:00  AM,26.195,0.0,,,,
62,06/12/25 01:00:00  AM,25.125,0.0,,,,
63,06/12/25 02:00:00  AM,24.062,0.0,,,,
64,06/12/25 03:00:00  AM,23.773,0.0,,,,
65,06/12/25 04:00:00  AM,23.484,0.0,,,,
66,06/12/25 05:00:00  AM,23.100,0.0,,,,
67,06/12/25 06:00:00  AM,22.908,0.0,,,,
68,06/12/25 07:00:00  AM,21.473,43.1,,,,
69,06/12/25 08:00:00  AM,20.901,129.2,,,,
70,06/12/25 09:00:00  AM,20.615,53.8,,,,
71,06/12/25 10:00:00  AM,20.901,409.0,,,,
72,06/12/25 11:00:00  AM,24.255,1011.8,,,,
73,06/12/25 12:00:00  PM,27.272,1011.8,,,,
74,06/12/25 01:00:00  PM,29.252,968.8,,,,
75,06/12/25 02:00:00  PM,30.054,807.3,,,,
76,06/12/25 03:00:00  PM,29.953,667.4,,,,
77,06/12/25 04:00:00  PM,29.853,731.9,,,,
78,06/12/25 05:00:00  PM,28.853,290.6,,,,
79,06/12/25 06:00:00  PM,27.173,376.7,,,,
80,06/12/25 07:00:00  PM,26.977,96.9,,,,
81,06/12/25 08:00:00  PM,25.902,32.3,,,,
82,06/12/25 09:00:00  PM,24.738,0.0,,,,
83,06/12/25 10:00:00  PM,23.773,0.0,,,,
84,06/12/25 11:00:00  PM,23.196,0.0,,,,
85,06/13/25 12:00:00  AM,23.581,0.0,,,,
86,06/13/25 01:00:00  AM,23.677,0.0,,,,
87,06/13/25 02:00:00  AM,23.484,0.0,,,,
88,06/13/25 03:00:00  AM,23.388,0.0,,,,
89,06/13/25 04:00:00  AM,23.196,0.0,,,,
90,06/13/25 05:00:00  AM,23.004,0.0,,,,
91,06/13/25 06:00:00  AM,22.812,0.0,,,,
92,06/13/25 07:00:00  AM,21.187,75.3,,,,
93,06/13/25 08:00:00  AM,20.901,312.2,,,,
94,06/13/25 09:00:00  AM,21.664,441.3,,,,
95,06/13/25 10:00:00  AM,23.388,678.1,,,,
96,06/13/25 11:00:00  AM,24.835,861.1,,,,
97,06/13/25 12:00:00  PM,26.879,990.3,,,,
98,06/13/25 01:00:00  PM,28.754,936.5,,,,
99,06/13/25 02:00:00  PM,28.754,505.9,,,,
100,06/13/25 03:00:00  PM,29.452,678.1,,,,
101,06/13/25 04:00:00  PM,28.853,387.5,,,,
102,06/13/25 05:00:00  PM,26.585,75.3,,,,
103,06/13/25 06:00:00  PM,24.641,236.8,,,,
104,06/13/25 07:00:00  PM,24.931,107.6,,,,
105,06/13/25 08:00:00  PM,24.448,43.1,,,,
106,06/13/25 09:00:00  PM,24.062,0.0,,,,
107,06/13/25 10:00:00  PM,23.966,0.0,,,,
108,06/13/25 11:00:00  PM,23.581,0.0,,,,
109,06/14/25 12:00:00  AM,23.196,0.0,,,,
110,06/14/25 01:00:00  AM,23.100,0.0,,,,
111,06/14/25 02:00:00  AM,23.100,0.0,,,,
112,06/14/25 03:00:00  AM,23.004,0.0,,,,
113,06/14/25 04:00:00  AM,23.004,0.0,,,,
114,06/14/25 05:00:00  AM,22.908,0.0,,,,
115,06/14/25 06:00:00  AM,22.812,10.8,,,,
116,06/14/25 07:00:00  AM,21.091,64.6,,,,
117,06/14/25 08:00:00  AM,20.996,258.3,,,,
118,06/14/25 09:00:00  AM,22.142,430.6,,,,
119,06/14/25 10:00:00  AM,24.062,602.8,,,,
120,06/14/25 11:00:00  AM,26.097,807.3,,,,
121,06/14/25 12:00:00  PM,27.961,925.7,,,,
122,06/14/25 01:00:00  PM,29.152,904.2,,,,
123,06/14/25 02:00:00  PM,29.752,775.0,,,,
124,06/14/25 03:00:00  PM,29.752,635.1,,,,
125,06/14/25 04:00:00  PM,29.452,688.9,,,,
126,06/14/25 05:00:00  PM,29.352,462.9,,,,
127,06/14/25 06:00:00  PM,28.060,236.8,,,,
128,06/14/25 07:00:00  PM,27.567,64.6,,,,
129,06/14/25 08:00:00  PM,26.292,10.8,,,,
130,06/14/25 09:00:00  PM,25.222,0.0,,,,
131,06/14/25 10:00:00  PM,24.062,0.0,,,,
132,06/14/25 11:00:00  PM,23.292,0.0,,,,
133,06/15/25 12:00:00  AM,23.196,0.0,,,,
134,06/15/25 01:00:00  AM,23.292,0.0,,,,
135,06/15/25 02:00:00  AM,23.388,0.0,,,,
136,06/15/25 03:00:00  AM,23.388,0.0,,,,
137,06/15/25 04:00:00  AM,23.100,0.0,,,,
138,06/15/25 05:00:00  AM,22.812,0.0,,,,
139,06/15/25 06:00:00  AM,22.717,0.0,,,,
140,06/15/25 07:00:00  AM,21.378,86.1,,,,
141,06/15/25 08:00:00  AM,21.473,204.5,,,,
142,06/15/25 09:00:00  AM,23.100,473.6,,,,
143,06/15/25 10:00:00  AM,25.708,549.0,,,,
144,06/15/25 11:00:00  AM,28.357,828.8,,,,
145,06/15/25 12:00:00  PM,30.659,731.9,,,,
146,06/15/25 01:00:00  PM,31.472,742.7,,,,
147,06/15/25 02:00:00  PM,32.188,753.5,,,,
148,06/15/25 03:00:00  PM,31.983,656.6,,,,
149,06/15/25 04:00:00  PM,31.370,592.0,,,,
150,06/15/25 05:00:00  PM,30.862,462.9,,,,
151,06/15/25 06:00:00  PM,29.352,236.8,,,,
152,06/15/25 07:00:00  PM,28.754,96.9,,,,
153,06/15/25 08:00:00  PM,27.764,21.5,,,,
154,06/15/25 09:00:00  PM,26.781,0.0,,,,
155,06/15/25 10:00:00  PM,25.610,0.0,,,,
156,06/15/25 11:00:00  PM,24.641,0.0,,,,
157,06/16/25 12:00:00  AM,23.869,0.0,,,,
158,06/16/25 01:00:00  AM,23.292,0.0,,,,
159,06/16/25 02:00:00  AM,22.717,0.0,,,,
160,06/16/25 03:00:00  AM,23.196,0.0,,,,
161,06/16/25 04:00:00  AM,23.196,0.0,,,,
162,06/16/25 05:00:00  AM,22.908,0.0,,,,
163,06/16/25 06:00:00  AM,22.717,21.5,,,,
164,06/16/25 07:00:00  AM,21.473,43.1,,,,
165,06/16/25 08:00:00  AM,21.569,183.0,,,,
166,06/16/25 09:00:00  AM,23.484,473.6,,,,
167,06/16/25 10:00:00  AM,26.195,516.7,,,,
168,06/16/25 11:00:00  AM,29.652,839.6,,,,
169,06/16/25 12:00:00  PM,31.166,893.4,,,,
170,06/16/25 01:00:00  PM,31.676,559.7,,,,
171,06/16/25 02:00:00  PM,31.472,355.2,,,,
172,06/16/25 03:00:00  PM,30.963,505.9,,,,
173,06/16/25 04:00:00  PM,30.255,387.5,,,,
174,06/16/25 05:00:00  PM,29.953,279.9,,,,
175,06/16/25 06:00:00  PM,30.255,301.4,,,,
176,06/16/25 07:00:00  PM,31.064,96.9,,,,
177,06/16/25 08:00:00  PM,30.356,32.3,,,,
178,06/16/25 09:00:00  PM,29.053,0.0,,,,
179,06/16/25 10:00:00  PM,27.961,0.0,,,,
180,06/16/25 11:00:00  PM,26.977,0.0,,,,
181,06/17/25 12:00:00  AM,26.097,0.0,,,,
182,06/17/25 01:00:00  AM,25.319,0.0,,,,
183,06/17/25 02:00:00  AM,24.641,0.0,,,,
184,06/17/25 03:00:00  AM,24.062,0.0,,,,
185,06/17/25 04:00:00  AM,23.581,0.0,,,,
186,06/17/25 05:00:00  AM,23.484,0.0,,,,
187,06/17/25 06:00:00  AM,24.158,0.0,,,,
188,06/17/25 07:00:00  AM,23.100,53.8,,,,
189,06/17/25 08:00:00  AM,23.196,96.9,,,,
190,06/17/25 09:00:00  AM,23.966,193.8,,,,
191,06/17/25 10:00:00  AM,24.931,290.6,,,,
192,06/17/25 11:00:00  AM,27.567,301.4,,,,
193,06/17/25 12:00:00  PM,30.255,1022.6,,,,
194,06/17/25 01:00:00  PM,30.659,398.3,,,,
195,06/17/25 02:00:00  PM,32.188,462.9,,,,
196,06/17/25 03:00:00  PM,32.911,462.9,,,,
197,06/17/25 04:00:00  PM,32.911,678.1,,,,
198,06/17/25 05:00:00  PM,32.600,516.7,,,,
199,06/17/25 06:00:00  PM,31.370,172.2,,,,
200,06/17/25 07:00:00  PM,31.574,75.3,,,,
201,06/17/25 08:00:00  PM,30.558,32.3,,,,
202,06/17/25 09:00:00  PM,29.552,0.0,,,,
203,06/17/25 10:00:00  PM,28.456,0.0,,,,
204,06/17/25 11:00:00  PM,27.468,0.0,,,,
205,06/18/25 12:00:00  AM,26.879,0.0,,,,
206,06/18/25 01:00:00  AM,26.488,0.0,,,,
207,06/18/25 02:00:00  AM,26.195,0.0,,,,
208,06/18/25 03:00:00  AM,26.195,0.0,,,,
209,06/18/25 04:00:00  AM,26.292,0.0,,,,
210,06/18/25 05:00:00  AM,26.488,0.0,,,,
211,06/18/25 06:00:00  AM,26.488,0.0,,,,
212,06/18/25 07:00:00  AM,24.545,21.5,,,,
213,06/18/25 08:00:00  AM,24.062,75.3,,,,
214,06/18/25 09:00:00  AM,24.545,172.2,,,,
215,06/18/25 10:00:00  AM,27.075,279.9,,,,
216,06/18/25 11:00:00  AM,27.862,193.8,,,,
217,06/18/25 12:00:00  PM,29.252,656.6,,,,
218,06/18/25 01:00:00  PM,32.600,828.8,,,,
219,06/18/25 02:00:00  PM,29.452,96.9,,,,
220,06/18/25 03:00:00  PM,26.879,204.5,,,,
221,06/18/25 04:00:00  PM,25.222,118.4,,,,
222,06/18/25 05:00:00  PM,24.158,64.6,,,,
223,06/18/25 06:00:00  PM,24.255,161.5,,,,
224,06/18/25 07:00:00  PM,26.488,107.6,,,,
225,06/18/25 08:00:00  PM,27.370,43.1,,,,
226,06/18/25 09:00:00  PM,27.173,0.0,,,,
227,06/18/25 10:00:00  PM,26.585,0.0,,,,
228,06/18/25 11:00:00  PM,26.195,0.0,,,,
229,06/19/25 12:00:00  AM,25.902,0.0,,,,
230,06/19/25 01:00:00  AM,25.708,0.0,,,,
231,06/19/25 02:00:00  AM,25.222,0.0,,,,
232,06/19/25 03:00:00  AM,24.738,0.0,,,,
233,06/19/25 04:00:00  AM,24.448,0.0,,,,
234,06/19/25 05:00:00  AM,24.351,0.0,,,,
235,06/19/25 06:00:00  AM,24.255,0.0,,,,
236,06/19/25 07:00:00  AM,22.238,0.0,,,,
237,06/19/25 08:00:00  AM,21.282,75.3,,,,
238,06/19/25 09:00:00  AM,21.091,86.1,,,,
239,06/19/25 10:00:00  AM,21.282,129.2,,,,
240,06/19/25 11:00:00  AM,21.664,2411.1,,,,
241,06/19/25 12:00:00  PM,22.046,1356.3,,,,
242,06/19/25 01:00:00  PM,23.196,2411.1,,,,
243,06/19/25 02:00:00  PM,22.908,3444.5,,,,
244,06/19/25 03:00:00  PM,23.388,1636.1,,,,
245,06/19/25 04:00:00  PM,22.333,1463.9,,,,
246,06/19/25 05:00:00  PM,22.717,2927.8,,,,
247,06/19/25 06:00:00  PM,23.004,2927.8,,,,
248,06/19/25 07:00:00  PM,24.931,1980.6,,,,
249,06/19/25 08:00:00  PM,25.222,462.9,,,,
250,06/19/25 09:00:00  PM,24.738,43.1,,,,
251,06/19/25 10:00:00  PM,24.545,0.0,,,,
252,06/19/25 11:00:00  PM,24.255,0.0,,,,
253,06/20/25 12:00:00  AM,23.966,0.0,,,,
254,06/20/25 01:00:00  AM,23.966,0.0,,,,
255,06/20/25 02:00:00  AM,23.869,0.0,,,,
256,06/20/25 03:00:00  AM,23.869,0.0,,,,
257,06/20/25 04:00:00  AM,24.062,0.0,,,,
258,06/20/25 05:00:00  AM,24.158,0.0,,,,
259,06/20/25 06:00:00  AM,24.158,139.9,,,,
260,06/20/25 07:00:00  AM,22.046,559.7,,,,
261,06/20/25 08:00:00  AM,21.473,2066.7,,,,
262,06/20/25 09:00:00  AM,22.525,3961.1,,,,
263,06/20/25 10:00:00  AM,25.805,5511.1,,,,
264,06/20/25 11:00:00  AM,28.159,10333.4,,,,
265,06/20/25 12:00:00  PM,30.659,3788.9,,,,
266,06/20/25 01:00:00  PM,23.677,0.0,,,,
267,06/20/25 02:00:00  PM,22.621,0.0,,,,
268,06/20/25 03:00:00  PM,22.717,0.0,,,,
269,06/20/25 04:00:00  PM,23.004,0.0,,,,
270,06/20/25 05:00:00  PM,23.004,0.0,,,,
271,06/20/25 06:00:00  PM,23.004,0.0,,,,
272,06/20/25 07:00:00  PM,22.908,0.0,,,,
273,06/20/25 08:00:00  PM,22.812,0.0,,,,
274,06/20/25 09:00:00  PM,22.812,0.0,,,,
275,06/20/25 10:00:00  PM,22.812,0.0,,,,
276,06/20/25 11:00:00  PM,22.717,0.0,,,,
277,06/21/25 12:00:00  AM,22.717,0.0,,,,
278,06/21/25 01:00:00  AM,22.621,0.0,,,,
279,06/21/25 02:00:00  AM,22.525,0.0,,,,
280,06/21/25 03:00:00  AM,22.525,0.0,,,,
281,06/21/25 04:00:00  AM,22.429,0.0,,,,
282,06/21/25 05:00:00  AM,22.333,0.0,,,,
283,06/21/25 06:00:00  AM,22.333,0.0,,,,
284,06/21/25 07:00:00  AM,22.333,0.0,,,,
285,06/21/25 08:00:00  AM,22.333,0.0,,,,
286,06/21/25 09:00:00  AM,22.333,0.0,,,,
287,06/21/25 10:00:00  AM,22.333,0.0,,,,
288,06/21/25 11:00:00  AM,22.333,0.0,,,,
289,06/21/25 12:00:00  PM,22.429,0.0,,,,
290,06/21/25 01:00:00  PM,22.429,0.0,,,,
291,06/21/25 02:00:00  PM,22.429,0.0,,,,
292,06/21/25 03:00:00  PM,22.429,0.0,,,,
293,06/21/25 04:00:00  PM,22.525,0.0,,,,
294,06/21/25 05:00:00  PM,22.621,0.0,,,,
295,06/21/25 06:00:00  PM,22.621,0.0,,,,
296,06/21/25 07:00:00  PM,22.717,0.0,,,,
297,06/21/25 08:00:00  PM,22.812,0.0,,,,
298,06/21/25 09:00:00  PM,22.812,0.0,,,,
299,06/21/25 10:00:00  PM,22.812,0.0,,,,
300,06/21/25 11:00:00  PM,22.812,0.0,,,,
301,06/22/25 12:00:00  AM,22.812,0.0,,,,
302,06/22/25 01:00:00  AM,22.812,0.0,,,,
303,06/22/25 02:00:00  AM,22.717,0.0,,,,
304,06/22/25 03:00:00  AM,22.621,0.0,,,,
305,06/22/25 04:00:00  AM,22.621,0.0,,,,
306,06/22/25 05:00:00  AM,22.621,0.0,,,,
307,06/22/25 06:00:00  AM,22.621,0.0,,,,
308,06/22/25 07:00:00  AM,22.621,0.0,,,,
309,06/22/25 08:00:00  AM,22.717,0.0,,,,
310,06/22/25 09:00:00  AM,22.717,0.0,,,,
311,06/22/25 10:00:00  AM,22.812,0.0,,,,
312,06/22/25 11:00:00  AM,22.812,0.0,,,,
313,06/22/25 12:00:00  PM,22.908,0.0,,,,
314,06/22/25 01:00:00  PM,22.908,0.0,,,,
315,06/22/25 02:00:00  PM,23.004,0.0,,,,
316,06/22/25 03:00:00  PM,23.004,0.0,,,,
317,06/22/25 04:00:00  PM,23.004,0.0,,,,
318,06/22/25 05:00:00  PM,23.100,0.0,,,,
319,06/22/25 06:00:00  PM,23.100,0.0,,,,
320,06/22/25 07:00:00  PM,23.100,0.0,,,,
321,06/22/25 08:00:00  PM,23.100,0.0,,,,
322,06/22/25 09:00:00  PM,23.100,0.0,,,,
323,06/22/25 10:00:00  PM,23.100,0.0,,,,
324,06/22/25 11:00:00  PM,23.100,0.0,,,,
325,06/23/25 12:00:00  AM,23.004,0.0,,,,
326,06/23/25 01:00:00  AM,22.908,0.0,,,,
327,06/23/25 02:00:00  AM,22.812,0.0,,,,
328,06/23/25 03:00:00  AM,22.717,0.0,,,,
329,06/23/25 04:00:00  AM,22.717,0.0,,,,
330,06/23/25 05:00:00  AM,22.621,0.0,,,,
331,06/23/25 06:00:00  AM,22.621,0.0,,,,
332,06/23/25 07:00:00  AM,22.621,0.0,,,,
333,06/23/25 08:00:00  AM,22.621,0.0,,,,
334,06/23/25 09:00:00  AM,22.621,0.0,,,,
335,06/23/25 10:00:00  AM,22.717,0.0,,,,
336,06/23/25 11:00:00  AM,22.812,0.0,,,,
337,06/23/25 12:00:00  PM,23.004,10.8,,,,
338,06/23/25 12:59:52  PM,,,Logged,,,
339,06/23/25 01:00:00  PM,23.100,0.0,,Logged,,
340,06/23/25 01:00:06  PM,,,,,Logged,
341,06/23/25 01:00:08  PM,,,Logged,Logged,,Logged
