Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0127,,Measuring period,,2023-01-12 10:59:00 AM - 2023-01-17 11:06:00 AM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2023-01-12,10:59,20.0,20.0,,,
2023-01-12,11:00,20.0,19.7,,,
2023-01-12,11:01,20.0,19.5,,,
2023-01-12,11:02,20.0,19.3,,,
2023-01-12,11:03,19.8,19.1,,,
2023-01-12,11:04,19.7,18.9,,,
2023-01-12,11:05,19.7,18.7,,,
2023-01-12,11:06,19.3,18.4,,,
2023-01-12,11:07,19.2,18.2,,,
2023-01-12,11:08,19.2,18.0,,,
2023-01-12,11:09,18.8,17.8,,,
2023-01-12,11:10,18.7,17.6,,,
2023-01-12,11:11,18.6,17.4,,,
2023-01-12,11:12,18.3,17.1,,,
2023-01-12,11:13,18.1,16.9,,,
2023-01-12,11:14,17.8,16.7,,,
2023-01-12,11:15,17.6,16.5,,,
2023-01-12,11:16,17.3,16.3,,,
2023-01-12,11:17,17.2,16.1,,,
2023-01-12,11:18,17.0,15.8,,,
2023-01-12,11:19,16.7,15.6,,,
2023-01-12,11:20,16.6,15.4,,,
2023-01-12,11:21,16.2,15.2,,,
2023-01-12,11:22,16.1,15.0,,,
2023-01-12,11:23,15.8,14.8,,,
2023-01-12,11:24,15.6,14.5,,,
2023-01-12,11:25,15.3,14.3,,,
2023-01-12,11:26,15.1,14.1,,,
2023-01-12,11:27,14.8,13.9,,,
2023-01-12,11:28,14.6,13.7,,,
2023-01-12,11:29,14.3,13.5,,,
2023-01-12,11:30,14.1,13.2,,,
2023-01-12,11:31,14.0,13.0,,,
2023-01-12,11:32,13.6,12.8,,,
2023-01-12,11:33,13.5,12.6,,,
2023-01-12,11:34,13.3,12.4,,,
2023-01-12,11:35,13.1,12.2,,,
2023-01-12,11:36,12.8,11.9,,,
2023-01-12,11:37,12.6,11.7,,,
2023-01-12,11:38,12.5,11.5,,,
2023-01-12,11:39,12.3,11.3,,,
2023-01-12,11:40,12.1,11.1,,,
2023-01-12,11:41,11.8,10.9,,,
2023-01-12,11:42,11.6,10.6,,,
2023-01-12,11:43,11.3,10.4,,,
2023-01-12,11:44,11.3,10.2,,,
2023-01-12,11:45,11.1,10.0,,,
2023-01-12,11:46,11.0,9.8,,,
2023-01-12,11:47,10.8,9.6,,,
2023-01-12,11:48,10.8,9.3,,,
2023-01-12,11:49,10.5,9.1,,,
2023-01-12,11:50,10.3,8.9,,,
2023-01-12,11:51,10.3,8.7,,,
2023-01-12,11:52,10.1,8.5,,,
2023-01-12,11:53,9.8,8.3,,,
2023-01-12,11:54,9.8,8.0,,,
2023-01-12,11:55,9.8,7.8,,,
2023-01-12,11:56,9.6,7.6,,,
2023-01-12,11:57,9.5,7.4,,,
2023-01-12,11:58,9.3,7.2,,,
2023-01-12,11:59,9.1,7.0,,,
2023-01-12,12:00,9.1,7.0,,,
2023-01-12,12:01,8.8,7.0,,,
2023-01-12,12:02,8.8,7.0,,,
2023-01-12,12:03,8.6,7.0,,,
2023-01-12,12:04,8.6,7.0,,,
2023-01-12,12:05,8.5,7.0,,,
2023-01-12,12:06,8.3,7.0,,,
2023-01-12,12:07,8.3,7.0,,,
2023-01-12,12:08,8.1,7.0,,,
2023-01-12,12:09,8.1,7.0,,,
2023-01-12,12:10,8.0,7.0,,,
2023-01-12,12:11,7.9,7.0,,,
2023-01-12,12:12,7.8,7.0,,,
2023-01-12,12:13,7.6,7.0,,,
2023-01-12,12:14,7.5,7.0,,,
2023-01-12,12:15,7.5,7.0,,,
2023-01-12,12:16,7.4,7.0,,,
2023-01-12,12:17,7.3,7.0,,,
2023-01-12,12:18,7.1,7.0,,,
2023-01-12,12:19,7.0,7.0,,,
2023-01-12,12:20,7.0,7.0,,,
2023-01-12,12:21,7.0,7.0,,,
2023-01-12,12:22,6.9,7.0,,,
2023-01-12,12:23,6.8,7.0,,,
2023-01-12,12:24,6.8,7.0,,,
2023-01-12,12:25,6.8,7.0,,,
2023-01-12,12:26,6.6,7.0,,,
2023-01-12,12:27,6.5,7.0,,,
2023-01-12,12:28,6.5,7.0,,,
2023-01-12,12:29,6.5,7.0,,,
2023-01-12,12:30,6.5,7.0,,,
2023-01-12,12:31,6.5,7.0,,,
2023-01-12,12:32,6.5,7.0,,,
2023-01-12,12:33,6.5,7.0,,,
2023-01-12,12:34,6.5,7.0,,,
2023-01-12,12:35,6.5,7.0,,,
2023-01-12,12:36,6.5,7.0,,,
2023-01-12,12:37,6.5,7.0,,,
2023-01-12,12:38,6.5,7.0,,,
2023-01-12,12:39,6.5,7.0,,,
2023-01-12,12:40,6.5,7.0,,,
2023-01-12,12:41,6.5,7.0,,,
2023-01-12,12:42,6.5,7.0,,,
2023-01-12,12:43,6.5,7.0,,,
2023-01-12,12:44,6.5,7.0,,,
2023-01-12,12:45,6.5,7.0,,,
2023-01-12,12:46,6.5,7.0,,,
2023-01-12,12:47,6.5,7.0,,,
2023-01-12,12:48,6.6,7.0,,,
2023-01-12,12:49,6.6,7.0,,,
2023-01-12,12:50,6.6,7.0,,,
2023-01-12,12:51,6.6,7.0,,,
2023-01-12,12:52,6.6,7.0,,,
2023-01-12,12:53,6.6,7.0,,,
2023-01-12,12:54,6.6,7.0,,,
2023-01-12,12:55,6.8,7.0,,,
2023-01-12,12:56,6.8,7.0,,,
2023-01-12,12:57,6.8,7.0,,,
2023-01-12,12:58,6.8,7.0,,,
2023-01-12,12:59,6.6,7.0,,,
2023-01-12,13:00,6.8,7.0,,,
2023-01-12,13:01,6.8,7.0,,,
2023-01-12,13:02,6.8,7.0,,,
2023-01-12,13:03,6.8,7.0,,,
2023-01-12,13:04,6.8,7.0,,,
2023-01-12,13:05,6.8,7.0,,,
2023-01-12,13:06,6.8,7.0,,,
2023-01-12,13:07,6.8,7.0,,,
2023-01-12,13:08,6.8,7.0,,,
2023-01-12,13:09,6.9,7.0,,,
2023-01-12,13:10,6.9,7.0,,,
2023-01-12,13:11,6.9,7.0,,,
2023-01-12,13:12,6.9,7.0,,,
2023-01-12,13:13,6.9,7.0,,,
2023-01-12,13:14,6.9,7.0,,,
2023-01-12,13:15,6.9,7.0,,,
2023-01-12,13:16,6.9,7.0,,,
2023-01-12,13:17,7.0,7.0,,,
2023-01-12,13:18,7.0,7.0,,,
2023-01-12,13:19,6.9,7.0,,,
2023-01-12,13:20,6.9,7.0,,,
2023-01-12,13:21,6.9,7.0,,,
2023-01-12,13:22,6.9,7.0,,,
2023-01-12,13:23,6.9,7.0,,,
2023-01-12,13:24,6.9,7.0,,,
2023-01-12,13:25,6.9,7.0,,,
2023-01-12,13:26,6.9,7.0,,,
2023-01-12,13:27,6.9,7.0,,,
