Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0123,,Measuring period,,2021-03-26 12:37:00 PM - 2021-03-29 2:04:00 PM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2021-03-26,12:37,20.0,20.0,,,
2021-03-26,12:38,19.8,19.9,,,
2021-03-26,12:39,19.8,19.9,,,
2021-03-26,12:40,0.0,19.9,,,
2021-03-26,12:41,0.0,19.8,,,
2021-03-26,12:42,20.0,19.8,,,
2021-03-26,12:43,0.0,19.8,,,
2021-03-26,12:44,0.0,19.8,,,
2021-03-26,12:45,19.8,19.7,,,
2021-03-26,12:46,0.0,19.7,,,
2021-03-26,12:47,19.8,19.7,,,
2021-03-26,12:48,19.7,19.7,,,
2021-03-26,12:49,19.7,19.6,,,
2021-03-26,12:50,0.0,19.6,,,
2021-03-26,12:51,19.7,19.6,,,
2021-03-26,12:52,0.0,19.6,,,
2021-03-26,12:53,0.0,19.5,,,
2021-03-26,12:54,0.0,19.5,,,
2021-03-26,12:55,19.6,19.5,,,
2021-03-26,12:56,19.6,19.5,,,
2021-03-26,12:57,19.6,19.4,,,
2021-03-26,12:58,0.0,19.4,,,
2021-03-26,12:59,19.6,19.4,,,
2021-03-26,13:00,19.5,19.3,,,
2021-03-26,13:01,19.5,19.3,,,
2021-03-26,13:02,19.5,19.3,,,
2021-03-26,13:03,19.3,19.3,,,
2021-03-26,13:04,19.3,19.2,,,
2021-03-26,13:05,19.3,19.2,,,
2021-03-26,13:06,19.2,19.2,,,
2021-03-26,13:07,0.0,19.2,,,
2021-03-26,13:08,0.0,19.1,,,
2021-03-26,13:09,0.0,19.1,,,
2021-03-26,13:10,0.0,19.1,,,
2021-03-26,13:11,19.2,19.1,,,
2021-03-26,13:12,19.2,19.0,,,
2021-03-26,13:13,19.2,19.0,,,
2021-03-26,13:14,0.0,19.0,,,
2021-03-26,13:15,19.1,19.0,,,
2021-03-26,13:16,0.0,18.9,,,
2021-03-26,13:17,0.0,18.9,,,
2021-03-26,13:18,0.0,18.9,,,
2021-03-26,13:19,18.8,18.8,,,
2021-03-26,13:20,18.8,18.8,,,
2021-03-26,13:21,18.8,18.8,,,
2021-03-26,13:22,18.8,18.8,,,
2021-03-26,13:23,0.0,18.7,,,
2021-03-26,13:24,18.8,18.7,,,
2021-03-26,13:25,0.0,18.7,,,
2021-03-26,13:26,0.0,18.7,,,
2021-03-26,13:27,0.0,18.6,,,
2021-03-26,13:28,0.0,18.6,,,
2021-03-26,13:29,18.7,18.6,,,
2021-03-26,13:30,18.7,18.6,,,
2021-03-26,13:31,18.7,18.5,,,
2021-03-26,13:32,18.6,18.5,,,
2021-03-26,13:33,18.6,18.5,,,
2021-03-26,13:34,0.0,18.5,,,
2021-03-26,13:35,0.0,18.4,,,
2021-03-26,13:36,18.5,18.4,,,
2021-03-26,13:37,0.0,18.4,,,
2021-03-26,13:38,18.5,18.4,,,
2021-03-26,13:39,18.5,18.3,,,
2021-03-26,13:40,18.3,18.3,,,
2021-03-26,13:41,0.0,18.3,,,
2021-03-26,13:42,18.2,18.3,,,
2021-03-26,13:43,18.2,18.3,,,
2021-03-26,13:44,0.0,18.3,,,
2021-03-26,13:45,0.0,18.2,,,
2021-03-26,13:46,0.0,18.2,,,
2021-03-26,13:47,18.2,18.2,,,
2021-03-26,13:48,18.2,18.2,,,
2021-03-26,13:49,18.2,18.2,,,
2021-03-26,13:50,0.0,18.2,,,
2021-03-26,13:51,18.1,18.1,,,
2021-03-26,13:52,18.1,18.1,,,
2021-03-26,13:53,0.0,18.1,,,
2021-03-26,13:54,0.0,18.1,,,
2021-03-26,13:55,0.0,18.1,,,
2021-03-26,13:56,18.0,18.1,,,
2021-03-26,13:57,18.0,18.1,,,
2021-03-26,13:58,18.0,18.0,,,
2021-03-26,13:59,0.0,18.0,,,
2021-03-26,14:00,18.0,18.0,,,
2021-03-26,14:01,0.0,18.0,,,
2021-03-26,14:02,0.0,18.0,,,
2021-03-26,14:03,0.0,18.0,,,
2021-03-26,14:04,17.8,17.9,,,
2021-03-26,14:05,17.8,17.9,,,
2021-03-26,14:06,17.8,17.9,,,
2021-03-26,14:07,17.8,17.9,,,
2021-03-26,14:08,0.0,17.9,,,
2021-03-26,14:09,0.0,17.9,,,
2021-03-26,14:10,0.0,17.9,,,
2021-03-26,14:11,0.0,17.8,,,
2021-03-26,14:12,17.7,17.8,,,
2021-03-26,14:13,17.7,17.8,,,
2021-03-26,14:14,17.7,17.8,,,
2021-03-26,14:15,0.0,17.8,,,
2021-03-26,14:16,0.0,17.8,,,
2021-03-26,14:17,0.0,17.7,,,
2021-03-26,14:18,0.0,17.7,,,
2021-03-26,14:19,0.0,17.7,,,
2021-03-26,14:20,17.7,17.7,,,
2021-03-26,14:21,17.7,17.7,,,
2021-03-26,14:22,0.0,17.7,,,
2021-03-26,14:23,17.6,17.6,,,
2021-03-26,14:24,0.0,17.6,,,
2021-03-26,14:25,0.0,17.6,,,
2021-03-26,14:26,0.0,17.6,,,
2021-03-26,14:27,17.5,17.6,,,
2021-03-26,14:28,17.5,17.6,,,
2021-03-26,14:29,17.5,17.6,,,
2021-03-26,14:30,17.5,17.5,,,
2021-03-26,14:31,0.0,17.5,,,
2021-03-26,14:32,0.0,17.5,,,
2021-03-26,14:33,0.0,17.5,,,
2021-03-26,14:34,0.0,17.5,,,
2021-03-26,14:35,0.0,17.5,,,
2021-03-26,14:36,0.0,17.4,,,
2021-03-26,14:37,0.0,17.4,,,
2021-03-26,14:38,0.0,17.4,,,
2021-03-26,14:39,0.0,17.4,,,
2021-03-26,14:40,0.0,17.4,,,
2021-03-26,14:41,0.0,17.4,,,
2021-03-26,14:42,17.3,17.4,,,
2021-03-26,14:43,17.3,17.3,,,
2021-03-26,14:44,17.3,17.3,,,
2021-03-26,14:45,17.3,17.3,,,
2021-03-26,14:46,0.0,17.3,,,
2021-03-26,14:47,17.2,17.3,,,
2021-03-26,14:48,17.2,17.3,,,
2021-03-26,14:49,0.0,17.3,,,
2021-03-26,14:50,0.0,17.3,,,
2021-03-26,14:51,0.0,17.3,,,
2021-03-26,14:52,0.0,17.3,,,
2021-03-26,14:53,0.0,17.3,,,
2021-03-26,14:54,0.0,17.3,,,
2021-03-26,14:55,0.0,17.3,,,
2021-03-26,14:56,0.0,17.3,,,
2021-03-26,14:57,0.0,17.3,,,
2021-03-26,14:58,0.0,17.3,,,
2021-03-26,14:59,0.0,17.3,,,
2021-03-26,15:00,0.0,17.3,,,
2021-03-26,15:01,0.0,17.3,,,
2021-03-26,15:02,0.0,17.3,,,
2021-03-26,15:03,0.0,17.3,,,
2021-03-26,15:04,0.0,17.3,,,
2021-03-26,15:05,0.0,17.3,,,
2021-03-26,15:06,0.0,17.3,,,
2021-03-26,15:07,0.0,17.3,,,
2021-03-26,15:08,0.0,17.3,,,
2021-03-26,15:09,0.0,17.3,,,
2021-03-26,15:10,0.0,17.3,,,
2021-03-26,15:11,0.0,17.3,,,
2021-03-26,15:12,0.0,17.3,,,
2021-03-26,15:13,0.0,17.3,,,
2021-03-26,15:14,0.0,17.3,,,
2021-03-26,15:15,0.0,17.3,,,
2021-03-26,15:16,0.0,17.3,,,
2021-03-26,15:17,0.0,17.3,,,
2021-03-26,15:18,0.0,17.3,,,
2021-03-26,15:19,0.0,17.3,,,
2021-03-26,15:20,0.0,17.3,,,
2021-03-26,15:21,0.0,17.3,,,
2021-03-26,15:22,0.0,17.3,,,
2021-03-26,15:23,0.0,17.3,,,
2021-03-26,15:24,0.0,17.3,,,
2021-03-26,15:25,0.0,17.3,,,
2021-03-26,15:26,0.0,17.3,,,
2021-03-26,15:27,0.0,17.3,,,
2021-03-26,15:28,0.0,17.3,,,
2021-03-26,15:29,0.0,17.3,,,
2021-03-26,15:30,0.0,17.3,,,
2021-03-26,15:31,0.0,17.3,,,
2021-03-26,15:32,0.0,17.3,,,
2021-03-26,15:33,17.2,17.3,,,
2021-03-26,15:34,17.2,17.3,,,
2021-03-26,15:35,17.2,17.3,,,
2021-03-26,15:36,17.2,17.3,,,
2021-03-26,15:37,0.0,17.3,,,
2021-03-26,15:38,0.0,17.3,,,
2021-03-26,15:39,0.0,17.3,,,
2021-03-26,15:40,17.2,17.3,,,
2021-03-26,15:41,17.2,17.3,,,
2021-03-26,15:42,17.2,17.3,,,
2021-03-26,15:43,17.2,17.4,,,
2021-03-26,15:44,0.0,17.4,,,
2021-03-26,15:45,0.0,17.4,,,
2021-03-26,15:46,0.0,17.5,,,
2021-03-26,15:47,17.5,17.5,,,
2021-03-26,15:48,17.5,17.5,,,
2021-03-26,15:49,17.5,17.6,,,
2021-03-26,15:50,17.5,17.6,,,
2021-03-26,15:51,17.7,17.6,,,
2021-03-26,15:52,17.7,17.7,,,
2021-03-26,15:53,0.0,17.7,,,
2021-03-26,15:54,0.0,17.8,,,
2021-03-26,15:55,17.8,17.8,,,
2021-03-26,15:56,17.8,17.8,,,
2021-03-26,15:57,18.0,17.9,,,
2021-03-26,15:58,18.0,17.9,,,
2021-03-26,15:59,18.1,17.9,,,
2021-03-26,16:00,18.2,18.0,,,
2021-03-26,16:01,18.2,18.0,,,
2021-03-26,16:02,0.0,18.0,,,
2021-03-26,16:03,0.0,18.1,,,
2021-03-26,16:04,18.5,18.1,,,
2021-03-26,16:05,18.5,18.2,,,
2021-03-26,16:06,18.5,18.2,,,
2021-03-26,16:07,18.6,18.2,,,
2021-03-26,16:08,18.7,18.3,,,
2021-03-26,16:09,18.7,18.3,,,
2021-03-26,16:10,0.0,18.3,,,
2021-03-26,16:11,0.0,18.4,,,
2021-03-26,16:12,0.0,18.4,,,
2021-03-26,16:13,19.1,18.4,,,
2021-03-26,16:14,19.2,18.5,,,
2021-03-26,16:15,19.2,18.5,,,
2021-03-26,16:16,19.2,18.6,,,
2021-03-26,16:17,19.2,18.6,,,
2021-03-26,16:18,19.3,18.6,,,
2021-03-26,16:19,0.0,18.7,,,
2021-03-26,16:20,0.0,18.7,,,
2021-03-26,16:21,19.5,18.7,,,
2021-03-26,16:22,19.6,18.8,,,
2021-03-26,16:23,19.6,18.8,,,
2021-03-26,16:24,19.7,18.8,,,
2021-03-26,16:25,19.7,18.9,,,
2021-03-26,16:26,19.7,18.9,,,
2021-03-26,16:27,0.0,19.0,,,
2021-03-26,16:28,0.0,19.0,,,
2021-03-26,16:29,20.0,19.0,,,
2021-03-26,16:30,20.0,19.1,,,
2021-03-26,16:31,20.1,19.1,,,
2021-03-26,16:32,20.2,19.1,,,
2021-03-26,16:33,20.2,19.2,,,
2021-03-26,16:34,0.0,19.2,,,
2021-03-26,16:35,0.0,19.2,,,
2021-03-26,16:36,0.0,19.3,,,
2021-03-26,16:37,0.0,19.3,,,
2021-03-26,16:38,0.0,19.3,,,
2021-03-26,16:39,0.0,19.4,,,
2021-03-26,16:40,0.0,19.4,,,
2021-03-26,16:41,0.0,19.5,,,
2021-03-26,16:42,0.0,19.5,,,
