"auto_0","auto_0.58","auto_0.94","auto_0.94rev"
347,372,342,354
387,377,344,365
412,371,338,373
377,331,335,369
370,341,330,382
369,333,330,391
333,337,329,389
408,357,341,400
348,341,340,403
371,373,331,399
335,376,333,404
417,385,327,405
337,381,333,411
384,386,330,408
330,372,328,412
378,366,332,416
382,364,329,417
356,369,337,412
369,335,337,408
370,327,341,408
350,330,342,418
357,330,344,417
354,369,342,408
411,416,342,399
351,399,348,394
395,389,343,405
356,384,345,390
373,392,346,397
373,390,347,402
387,408,345,395
358,399,350,397
382,387,349,389
377,408,351,382
350,417,358,391
372,401,353,374
378,373,370,370
386,351,370,370
399,357,356,372
389,374,373,356
330,368,384,364
416,382,381,382
417,387,387,368
342,353,373,378
370,345,372,377
331,355,376,372
385,337,373,371
333,329,379,369
342,329,370,366
342,342,383,355
345,395,394,350
364,372,401,364
383,357,387,351
372,344,392,369
372,356,385,378
373,365,372,387
405,351,377,386
376,354,369,381
327,391,357,351
400,350,357,357
392,405,373,368
343,417,368,373
337,373,357,357
394,370,351,357
391,368,381,369
373,383,386,377
408,403,387,372
345,394,378,385
342,349,369,392
401,342,351,387
389,344,364,401
357,364,350,394
351,373,355,383
340,373,366,370
329,347,369,379
397,400,371,373
368,378,372,376
408,351,377,372
412,389,378,373
399,370,368,387
373,369,382,381
353,408,364,384
370,412,356,373
387,402,372,356
381,342,370,370
341,405,370,370
404,411,374,353
394,382,391,358
357,377,382,351
370,412,389,349
346,418,397,350
369,397,395,345
408,404,402,347
405,397,397,346
372,372,390,345
329,330,405,343
364,343,394,348
344,358,399,342
351,346,408,342
391,350,417,344
418,333,418,342
374,332,408,341
381,345,408,337
355,356,412,337
365,370,417,329
344,342,416,332
330,328,412,328
338,338,408,330
332,391,411,333
390,370,405,327
369,381,404,333
349,378,399,331
382,382,403,340
366,340,400,341
397,348,389,329
402,387,391,330
379,408,382,330
403,379,369,335
328,369,373,338
368,394,365,344
341,370,354,342
