"auto_0","auto_0.6","auto_0.95","auto_0.95rev"
243,277,294,272
293,296,305,282
268,309,310,277
269,297,310,275
277,258,316,269
252,251,309,264
236,258,299,269
305,256,299,264
302,260,293,277
247,264,296,274
294,250,296,291
277,253,309,272
246,242,301,271
299,240,292,265
259,294,306,258
223,255,297,265
232,246,300,271
274,275,304,260
255,309,299,261
309,293,283,264
263,251,282,258
259,244,286,263
255,285,284,258
247,258,274,258
265,258,275,253
242,265,285,246
231,312,280,247
251,295,284,251
282,306,295,252
282,317,303,259
300,280,308,256
308,296,298,250
231,282,295,251
291,269,293,247
243,293,293,251
243,282,282,244
258,283,282,240
296,298,277,224
235,291,294,223
272,295,302,222
236,242,310,232
257,271,312,231
258,274,317,241
264,299,312,231
258,299,297,236
298,297,296,238
265,232,288,243
316,241,269,245
269,250,266,235
286,251,268,226
242,231,261,236
294,235,259,240
309,222,251,242
297,238,256,242
242,223,257,242
247,247,247,243
271,231,250,247
251,247,243,255
284,255,242,246
282,224,255,251
244,242,251,255
275,243,246,242
251,247,255,243
280,261,247,250
292,247,243,247
266,236,242,257
283,268,242,256
299,300,242,251
222,257,240,259
301,264,236,261
247,292,226,268
293,301,235,266
310,312,245,269
261,316,243,288
253,310,238,296
245,261,236,297
304,277,231,312
310,269,241,317
295,274,231,312
272,284,232,310
274,266,222,302
303,242,223,294
251,240,224,277
226,243,240,282
295,246,244,282
293,251,251,293
285,272,247,293
271,275,251,295
288,263,250,298
256,269,256,308
251,256,259,303
269,259,252,295
258,236,251,284
238,251,247,280
317,245,246,285
312,226,253,275
256,277,258,274
260,265,258,284
224,284,263,286
312,252,258,282
275,304,264,283
264,308,261,299
277,305,260,304
246,303,271,300
297,296,265,297
310,293,258,306
306,282,265,292
250,299,271,301
299,286,272,309
261,271,291,296
296,272,274,296
250,302,277,293
240,310,264,299
242,282,269,299
241,294,264,309
264,288,269,316
240,243,275,310
284,264,277,310
282,259,282,305
296,310,272,294
