"auto_0","auto_0.61","auto_0.95","auto_0.95rev"
357,349,376,354
409,343,369,365
351,327,368,373
385,337,365,362
350,354,359,343
330,369,355,342
374,331,378,334
402,365,388,334
409,362,391,332
405,380,402,331
399,350,391,334
405,376,383,330
388,407,390,336
340,376,386,327
406,396,396,325
394,397,406,329
386,410,409,333
368,400,410,331
411,378,411,340
334,406,406,349
397,406,405,349
376,394,405,346
329,372,399,347
361,347,404,347
386,396,397,343
337,409,407,344
365,406,400,367
390,391,409,372
335,363,411,351
381,336,409,353
373,362,406,352
361,399,404,364
378,382,396,360
383,391,397,361
327,343,389,351
391,346,375,355
347,354,375,356
339,344,374,357
384,383,375,337
380,349,369,340
356,325,362,339
404,329,361,336
347,355,350,335
355,384,351,342
375,409,354,336
384,396,367,343
349,405,379,345
332,388,382,344
375,386,376,359
354,396,382,363
382,390,390,381
391,411,388,385
342,411,394,392
379,404,380,399
397,351,386,397
351,391,386,396
385,402,396,391
409,361,384,402
400,359,384,389
354,379,384,385
382,388,385,384
396,390,389,384
411,402,402,384
325,375,391,396
343,397,396,386
343,367,397,386
407,389,399,380
386,385,392,394
397,385,385,388
336,368,381,390
396,336,363,382
344,331,359,376
396,340,344,382
369,339,345,379
344,334,343,367
334,357,336,354
336,369,342,351
342,351,335,350
399,365,336,361
362,375,339,362
340,382,340,369
388,397,337,375
352,361,357,374
372,334,356,375
376,330,355,375
392,334,351,389
364,342,361,397
331,384,360,396
367,384,364,404
406,351,352,406
359,342,353,409
343,360,351,411
355,405,372,409
345,389,367,400
375,367,344,407
331,364,343,397
402,399,347,404
359,409,347,399
336,392,346,405
365,374,349,405
363,386,349,406
349,375,340,411
406,386,331,410
410,404,333,409
396,352,329,406
389,333,325,396
334,355,327,386
346,359,336,390
360,373,330,383
390,356,334,391
404,347,331,402
384,345,332,391
362,381,334,388
351,344,334,378
367,332,342,355
353,335,343,359
333,353,362,365
389,343,373,368
369,340,365,369
391,336,354,376
