"auto_0","auto_0.54","auto_0.95","auto_0.95rev"
314,271,199,215
210,239,197,231
222,186,197,246
239,208,199,264
278,248,212,256
324,264,225,266
329,283,213,291
319,312,196,294
265,292,182,311
222,331,181,296
353,311,182,292
252,325,181,286
212,300,181,263
228,311,184,252
281,286,191,265
330,338,211,281
284,344,212,284
311,290,229,300
271,235,242,319
344,329,266,321
331,349,278,325
321,344,271,329
349,293,291,341
338,341,290,340
208,324,284,344
332,312,264,338
231,314,282,338
312,246,252,349
219,288,248,344
271,312,219,348
266,238,222,348
181,310,212,346
235,291,239,353
312,253,238,350
228,228,240,338
321,338,239,336
296,281,228,321
348,262,239,312
211,256,260,337
260,211,263,330
291,197,290,332
284,242,278,331
203,299,288,333
270,264,283,312
182,252,262,312
310,346,270,314
212,350,253,309
298,340,227,298
227,310,228,297
344,321,235,293
309,291,210,262
292,199,203,294
197,182,186,310
240,222,198,311
242,212,208,299
184,252,215,324
225,265,222,322
338,311,232,311
350,239,261,310
199,181,261,271
256,181,271,261
253,181,310,261
290,203,311,232
186,215,322,222
182,284,324,215
261,338,299,208
311,322,311,198
264,336,310,186
336,348,294,203
312,353,262,210
293,337,293,235
325,321,297,228
294,290,298,227
212,228,309,253
199,184,314,270
239,182,312,262
333,198,312,283
246,266,333,288
310,319,331,278
286,284,332,290
290,261,330,263
337,297,337,260
252,229,312,239
266,271,321,228
299,240,336,239
322,262,338,240
197,263,350,238
181,270,353,239
348,227,346,212
311,332,348,222
291,212,348,219
263,212,344,248
232,294,349,252
282,348,338,282
191,231,338,264
288,333,344,284
297,330,340,290
198,298,341,291
338,219,329,271
238,239,325,278
294,282,321,266
215,215,319,242
213,278,300,229
239,263,284,212
300,232,281,211
264,260,265,191
340,213,252,184
262,210,263,181
181,261,286,181
263,266,292,182
261,199,296,181
262,197,311,182
196,191,294,196
341,294,291,213
215,296,266,225
248,309,256,212
229,225,264,199
346,222,246,197
278,278,231,197
283,196,215,199
