"auto_0","auto_0.57","auto_0.95","auto_0.95rev"
269,275,242,301
251,337,235,297
209,343,231,278
228,270,200,281
201,272,189,320
237,332,192,315
315,290,186,324
268,260,207,336
189,241,216,338
362,186,188,343
301,201,203,343
319,228,201,347
320,273,199,349
237,255,182,360
344,225,187,343
315,216,200,335
291,268,186,334
232,187,189,332
274,189,182,322
278,189,188,291
347,207,212,289
258,200,234,307
324,200,228,344
288,216,241,299
317,222,251,297
188,209,255,278
297,254,237,269
241,217,254,273
343,268,258,274
268,239,237,268
338,238,238,259
274,199,214,268
273,182,209,267
222,182,231,272
336,188,255,275
349,250,250,270
255,258,259,275
216,203,259,285
260,322,258,260
281,299,268,271
207,326,276,239
258,281,273,214
188,259,274,216
332,289,281,222
344,307,289,246
187,324,297,222
254,344,311,232
289,335,293,225
214,336,332,217
290,319,329,217
253,324,344,220
267,274,331,253
235,291,290,269
200,315,294,288
335,311,319,315
272,343,362,299
299,217,364,316
217,275,362,324
217,281,337,326
250,329,317,322
278,269,322,317
186,188,326,337
360,255,324,362
276,344,316,364
337,347,299,362
294,259,315,319
220,234,288,294
331,288,269,290
289,299,253,331
259,231,220,344
239,231,217,329
326,232,217,332
293,186,225,293
270,192,232,311
203,237,222,297
343,222,246,289
364,289,222,281
222,362,216,274
242,364,214,273
285,332,239,276
297,251,271,268
362,274,260,258
311,315,285,259
238,276,275,259
316,322,270,250
297,271,275,255
307,273,272,231
334,246,267,209
255,331,268,214
273,237,259,238
189,269,268,237
322,293,274,258
275,285,273,254
182,297,269,237
212,235,278,255
234,278,297,251
259,278,299,241
231,297,344,228
192,338,307,234
299,360,289,212
343,242,291,188
329,259,322,182
225,214,332,189
259,220,334,186
268,214,335,200
214,258,343,187
231,316,360,182
246,212,349,199
182,297,347,201
324,349,343,203
322,320,343,188
281,343,338,216
271,334,336,207
199,253,324,186
332,301,315,192
200,268,320,189
186,294,281,200
269,362,278,231
216,317,297,235
275,267,301,242
