"auto_0","auto_0.58","auto_0.95","auto_0.95rev"
308,253,277,279
250,277,288,293
261,307,279,289
276,320,286,288
265,283,287,276
224,268,282,266
288,279,289,265
229,261,294,277
306,224,297,276
290,283,308,283
229,286,307,297
267,267,306,293
265,252,307,284
265,252,308,274
320,271,297,267
259,217,299,257
257,249,299,253
253,277,294,260
217,288,284,257
268,267,290,258
257,261,296,249
265,277,297,248
258,255,295,249
228,274,318,261
229,297,315,259
277,297,307,256
282,290,313,267
247,265,309,268
283,238,320,283
255,229,311,277
262,224,304,279
251,253,298,263
274,229,294,266
307,228,277,261
299,265,282,272
274,279,286,262
286,265,277,265
295,270,277,271
237,274,270,262
289,265,258,265
266,266,250,255
277,297,252,267
311,293,248,266
267,298,254,247
294,299,251,247
277,249,249,237
313,299,253,238
260,297,248,232
279,307,265,232
253,284,265,231
315,258,265,229
287,247,274,224
307,257,286,216
304,289,289,215
266,286,273,217
286,266,253,236
286,277,252,237
265,282,241,236
283,288,229,229
297,304,224,228
252,309,228,224
215,308,229,229
294,315,236,241
299,311,237,252
271,313,236,253
279,287,217,273
267,232,215,289
249,289,216,286
308,265,224,274
289,258,229,265
249,241,231,265
236,257,232,265
231,229,232,248
296,262,238,253
288,215,237,249
232,237,247,251
261,253,247,254
248,249,266,248
318,250,267,252
258,263,255,250
279,248,265,258
237,284,262,270
277,248,271,277
270,216,265,277
256,231,262,286
248,254,272,282
282,273,261,277
254,286,266,294
253,295,263,298
272,308,279,304
289,294,277,311
216,307,283,320
241,294,268,309
265,279,267,313
293,318,256,307
263,306,259,315
294,296,261,318
284,277,249,295
277,289,248,297
298,247,249,296
262,265,258,290
276,282,257,284
309,277,260,294
297,256,253,299
224,267,257,299
297,237,267,297
297,232,274,308
249,251,284,307
277,236,293,306
266,260,297,307
236,293,283,308
238,262,276,297
307,294,277,294
273,272,265,289
252,266,266,282
293,276,276,287
247,276,288,286
232,248,289,279
248,236,293,288
284,259,279,277
