Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0123,,Measuring period,,2022-10-20 12:14:00 PM - 2022-10-25 12:00:00 PM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-10-20,12:14,20.1,20.0,,,
2022-10-20,12:15,20.1,20.0,,,
2022-10-20,12:16,20.1,19.9,,,
2022-10-20,12:17,20.0,19.9,,,
2022-10-20,12:18,20.0,19.9,,,
2022-10-20,12:19,20.0,20.0,,,
2022-10-20,12:20,19.8,19.9,,,
2022-10-20,12:21,19.8,19.9,,,
2022-10-20,12:22,19.8,19.9,,,
2022-10-20,12:23,19.8,20.0,,,
2022-10-20,12:24,19.8,20.0,,,
2022-10-20,12:25,19.8,20.0,,,
2022-10-20,12:26,19.8,19.9,,,
2022-10-20,12:27,19.8,19.9,,,
2022-10-20,12:28,19.8,19.9,,,
2022-10-20,12:29,19.8,19.9,,,
2022-10-20,12:30,19.8,19.9,,,
2022-10-20,12:31,19.8,20.0,,,
2022-10-20,12:32,19.8,19.9,,,
2022-10-20,12:33,19.8,19.9,,,
2022-10-20,12:34,19.8,19.9,,,
2022-10-20,12:35,19.8,19.9,,,
2022-10-20,12:36,19.8,20.0,,,
2022-10-20,12:37,19.8,19.9,,,
2022-10-20,12:38,19.8,19.9,,,
2022-10-20,12:39,19.8,19.9,,,
2022-10-20,12:40,19.8,19.9,,,
2022-10-20,12:41,19.8,19.9,,,
2022-10-20,12:42,19.8,19.9,,,
2022-10-20,12:43,19.8,19.9,,,
2022-10-20,12:44,20.0,19.9,,,
2022-10-20,12:45,20.0,19.9,,,
2022-10-20,12:46,20.0,19.9,,,
2022-10-20,12:47,20.0,19.9,,,
2022-10-20,12:48,20.0,19.9,,,
2022-10-20,12:49,20.0,19.9,,,
2022-10-20,12:50,20.0,19.9,,,
2022-10-20,12:51,20.0,19.9,,,
2022-10-20,12:52,20.0,19.9,,,
2022-10-20,12:53,20.0,19.9,,,
2022-10-20,12:54,19.8,19.9,,,
2022-10-20,12:55,19.8,19.9,,,
2022-10-20,12:56,19.8,19.9,,,
2022-10-20,12:57,19.8,20.0,,,
2022-10-20,12:58,19.8,20.0,,,
2022-10-20,12:59,19.8,20.0,,,
2022-10-20,13:00,19.8,20.0,,,
2022-10-20,13:01,19.8,20.0,,,
2022-10-20,13:02,20.0,20.0,,,
2022-10-20,13:03,20.0,20.0,,,
2022-10-20,13:04,20.0,20.0,,,
2022-10-20,13:05,20.0,20.0,,,
