Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0129,,Measuring period,,2022-10-27 11:09:00 AM - 2022-11-01 11:30:00 AM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-10-27,11:09,20.0,20.0,,,
2022-10-27,11:10,20.0,20.2,,,
2022-10-27,11:11,20.0,20.5,,,
2022-10-27,11:12,20.0,20.8,,,
2022-10-27,11:13,20.1,21.1,,,
2022-10-27,11:14,20.2,21.4,,,
2022-10-27,11:15,20.5,21.7,,,
2022-10-27,11:16,20.7,22.0,,,
2022-10-27,11:17,21.1,22.3,,,
2022-10-27,11:18,21.5,22.6,,,
2022-10-27,11:19,21.8,22.9,,,
2022-10-27,11:20,22.2,23.2,,,
2022-10-27,11:21,22.6,23.5,,,
2022-10-27,11:22,23.0,23.8,,,
2022-10-27,11:23,23.2,24.1,,,
2022-10-27,11:24,23.6,24.4,,,
2022-10-27,11:25,23.8,24.7,,,
2022-10-27,11:26,24.2,25.0,,,
2022-10-27,11:27,24.5,25.3,,,
2022-10-27,11:28,24.7,25.6,,,
2022-10-27,11:29,25.2,25.9,,,
2022-10-27,11:30,25.5,26.2,,,
2022-10-27,11:31,25.8,26.5,,,
2022-10-27,11:32,26.2,26.8,,,
2022-10-27,11:33,26.6,27.1,,,
2022-10-27,11:34,26.8,27.4,,,
2022-10-27,11:35,27.2,27.7,,,
2022-10-27,11:36,27.6,28.0,,,
2022-10-27,11:37,27.7,28.3,,,
2022-10-27,11:38,28.2,28.6,,,
2022-10-27,11:39,28.5,28.9,,,
2022-10-27,11:40,28.8,29.1,,,
2022-10-27,11:41,29.2,29.4,,,
2022-10-27,11:42,29.5,29.7,,,
2022-10-27,11:43,29.7,30.0,,,
2022-10-27,11:44,30.1,30.3,,,
2022-10-27,11:45,30.3,30.6,,,
2022-10-27,11:46,30.7,30.9,,,
2022-10-27,11:47,31.1,31.2,,,
2022-10-27,11:48,31.3,31.5,,,
2022-10-27,11:49,31.6,31.8,,,
2022-10-27,11:50,31.8,32.1,,,
2022-10-27,11:51,32.2,32.4,,,
2022-10-27,11:52,32.5,32.7,,,
2022-10-27,11:53,32.7,33.0,,,
2022-10-27,11:54,33.0,33.3,,,
2022-10-27,11:55,33.4,33.6,,,
2022-10-27,11:56,33.7,33.9,,,
2022-10-27,11:57,34.0,34.2,,,
2022-10-27,11:58,34.2,34.5,,,
2022-10-27,11:59,34.5,34.8,,,
2022-10-27,12:00,34.7,35.1,,,
2022-10-27,12:01,35.0,35.4,,,
2022-10-27,12:02,35.4,35.7,,,
2022-10-27,12:03,35.7,36.0,,,
2022-10-27,12:04,36.0,36.3,,,
2022-10-27,12:05,36.2,36.6,,,
2022-10-27,12:06,36.5,36.9,,,
2022-10-27,12:07,37.0,37.2,,,
2022-10-27,12:08,37.2,37.5,,,
2022-10-27,12:09,37.5,37.8,,,
2022-10-27,12:10,37.7,37.8,,,
2022-10-27,12:11,38.0,37.8,,,
2022-10-27,12:12,38.2,37.8,,,
2022-10-27,12:13,38.4,37.8,,,
2022-10-27,12:14,38.4,37.8,,,
2022-10-27,12:15,38.4,37.8,,,
2022-10-27,12:16,38.2,37.8,,,
2022-10-27,12:17,38.2,37.8,,,
2022-10-27,12:18,38.2,37.8,,,
2022-10-27,12:19,38.2,37.8,,,
2022-10-27,12:20,38.2,37.8,,,
2022-10-27,12:21,38.0,37.8,,,
2022-10-27,12:22,38.0,37.8,,,
2022-10-27,12:23,38.0,37.8,,,
2022-10-27,12:24,38.0,37.8,,,
2022-10-27,12:25,38.0,37.8,,,
2022-10-27,12:26,38.0,37.8,,,
2022-10-27,12:27,38.0,37.8,,,
2022-10-27,12:28,38.0,37.8,,,
2022-10-27,12:29,38.0,37.9,,,
2022-10-27,12:30,38.0,37.9,,,
2022-10-27,12:31,38.0,37.9,,,
2022-10-27,12:32,38.0,37.9,,,
2022-10-27,12:33,38.0,37.9,,,
2022-10-27,12:34,38.0,37.9,,,
2022-10-27,12:35,38.0,37.9,,,
2022-10-27,12:36,38.0,37.9,,,
2022-10-27,12:37,38.0,37.9,,,
2022-10-27,12:38,38.0,37.9,,,
2022-10-27,12:39,38.0,37.9,,,
2022-10-27,12:40,38.0,37.9,,,
2022-10-27,12:41,38.0,37.9,,,
2022-10-27,12:42,38.0,37.9,,,
2022-10-27,12:43,38.0,37.9,,,
2022-10-27,12:44,38.0,37.9,,,
2022-10-27,12:45,38.0,37.9,,,
2022-10-27,12:46,38.0,37.9,,,
2022-10-27,12:47,38.0,37.9,,,
2022-10-27,12:48,38.0,37.9,,,
2022-10-27,12:49,38.0,38.0,,,
2022-10-27,12:50,38.0,38.0,,,
2022-10-27,12:51,38.0,38.0,,,
2022-10-27,12:52,38.0,38.0,,,
2022-10-27,12:53,38.0,38.0,,,
2022-10-27,12:54,38.0,38.0,,,
2022-10-27,12:55,38.0,38.0,,,
2022-10-27,12:56,38.0,38.0,,,
2022-10-27,12:57,38.0,38.0,,,
2022-10-27,12:58,38.0,38.0,,,
2022-10-27,12:59,38.0,38.0,,,
2022-10-27,13:00,38.0,38.0,,,
2022-10-27,13:01,38.0,38.0,,,
2022-10-27,13:02,38.0,38.0,,,
2022-10-27,13:03,38.0,38.0,,,
2022-10-27,13:04,38.0,38.0,,,
2022-10-27,13:05,38.0,38.0,,,
2022-10-27,13:06,38.0,38.0,,,
2022-10-27,13:07,38.0,38.0,,,
2022-10-27,13:08,38.0,38.0,,,
2022-10-27,13:09,38.0,38.1,,,
2022-10-27,13:10,38.0,38.1,,,
2022-10-27,13:11,38.0,38.1,,,
2022-10-27,13:12,38.0,38.1,,,
2022-10-27,13:13,38.0,38.1,,,
2022-10-27,13:14,38.0,38.1,,,
2022-10-27,13:15,38.0,38.1,,,
2022-10-27,13:16,38.0,38.1,,,
2022-10-27,13:17,38.0,38.1,,,
2022-10-27,13:18,38.0,38.1,,,
2022-10-27,13:19,38.0,38.1,,,
2022-10-27,13:20,38.0,38.1,,,
2022-10-27,13:21,38.0,38.1,,,
2022-10-27,13:22,38.0,38.1,,,
2022-10-27,13:23,38.0,38.1,,,
2022-10-27,13:24,38.0,38.1,,,
2022-10-27,13:25,38.0,38.1,,,
2022-10-27,13:26,38.0,38.1,,,
2022-10-27,13:27,38.0,38.1,,,
2022-10-27,13:28,38.0,38.1,,,
2022-10-27,13:29,38.0,38.1,,,
2022-10-27,13:30,38.0,38.1,,,
2022-10-27,13:31,38.0,38.1,,,
2022-10-27,13:32,38.0,38.1,,,
2022-10-27,13:33,38.0,38.1,,,
2022-10-27,13:34,38.0,38.1,,,
2022-10-27,13:35,38.0,38.1,,,
2022-10-27,13:36,38.0,38.1,,,
2022-10-27,13:37,38.0,38.1,,,
2022-10-27,13:38,38.0,38.1,,,
2022-10-27,13:39,38.0,38.1,,,
2022-10-27,13:40,38.0,38.1,,,
2022-10-27,13:41,38.0,38.1,,,
2022-10-27,13:42,38.0,38.1,,,
2022-10-27,13:43,38.0,38.1,,,
2022-10-27,13:44,38.0,38.1,,,
2022-10-27,13:45,38.0,38.1,,,
2022-10-27,13:46,38.0,38.1,,,
2022-10-27,13:47,38.0,38.1,,,
2022-10-27,13:48,38.0,38.1,,,
2022-10-27,13:49,38.0,38.1,,,
2022-10-27,13:50,38.0,38.1,,,
2022-10-27,13:51,38.0,38.1,,,
2022-10-27,13:52,38.0,38.1,,,
2022-10-27,13:53,38.0,38.1,,,
2022-10-27,13:54,38.0,38.1,,,
2022-10-27,13:55,38.0,38.1,,,
2022-10-27,13:56,38.0,38.1,,,
2022-10-27,13:57,38.0,38.1,,,
2022-10-27,13:58,38.0,38.1,,,
2022-10-27,13:59,38.0,38.1,,,
2022-10-27,14:00,38.0,38.1,,,
2022-10-27,14:01,38.0,38.1,,,
2022-10-27,14:02,38.0,38.1,,,
2022-10-27,14:03,38.0,38.1,,,
2022-10-27,14:04,38.0,38.1,,,
2022-10-27,14:05,38.0,38.1,,,
2022-10-27,14:06,38.0,38.1,,,
2022-10-27,14:07,38.0,38.1,,,
