Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0129,,Measuring period,,2022-09-22 11:33:00 AM - 2022-09-27 11:36:00 AM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-09-22,11:33,20.0,20.0,,,
2022-09-22,11:34,20.0,19.8,,,
2022-09-22,11:35,20.0,19.6,,,
2022-09-22,11:36,19.8,19.5,,,
2022-09-22,11:37,19.7,19.3,,,
2022-09-22,11:38,19.7,19.2,,,
2022-09-22,11:39,19.7,19.0,,,
2022-09-22,11:40,19.6,18.9,,,
2022-09-22,11:41,19.3,18.7,,,
2022-09-22,11:42,19.2,18.6,,,
2022-09-22,11:43,19.1,18.4,,,
2022-09-22,11:44,19.0,18.2,,,
2022-09-22,11:45,18.7,18.1,,,
2022-09-22,11:46,18.7,17.9,,,
2022-09-22,11:47,18.5,17.8,,,
2022-09-22,11:48,18.2,17.6,,,
2022-09-22,11:49,18.2,17.5,,,
2022-09-22,11:50,18.0,17.3,,,
2022-09-22,11:51,17.7,17.2,,,
2022-09-22,11:52,17.6,17.0,,,
2022-09-22,11:53,17.5,16.9,,,
2022-09-22,11:54,17.3,16.7,,,
2022-09-22,11:55,17.2,16.5,,,
2022-09-22,11:56,17.1,16.4,,,
2022-09-22,11:57,16.8,16.2,,,
2022-09-22,11:58,16.7,16.1,,,
2022-09-22,11:59,16.6,15.9,,,
2022-09-22,12:00,16.3,15.8,,,
2022-09-22,12:01,16.2,15.6,,,
2022-09-22,12:02,16.1,15.5,,,
2022-09-22,12:03,15.8,15.3,,,
2022-09-22,12:04,15.6,15.1,,,
2022-09-22,12:05,15.6,15.0,,,
2022-09-22,12:06,15.3,14.8,,,
2022-09-22,12:07,15.1,14.7,,,
2022-09-22,12:08,15.1,14.5,,,
2022-09-22,12:09,14.8,14.4,,,
2022-09-22,12:10,14.8,14.2,,,
2022-09-22,12:11,14.6,14.1,,,
2022-09-22,12:12,14.5,13.9,,,
2022-09-22,12:13,14.3,13.8,,,
2022-09-22,12:14,14.1,13.6,,,
2022-09-22,12:15,13.8,13.4,,,
2022-09-22,12:16,13.8,13.3,,,
2022-09-22,12:17,13.6,13.1,,,
2022-09-22,12:18,13.5,13.0,,,
2022-09-22,12:19,13.3,12.8,,,
2022-09-22,12:20,13.1,12.7,,,
2022-09-22,12:21,13.0,12.5,,,
2022-09-22,12:22,12.8,12.4,,,
2022-09-22,12:23,12.6,12.2,,,
2022-09-22,12:24,12.5,12.0,,,
