Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0123,,Measuring period,,2022-11-10 11:20:00 AM - 2022-11-15 11:44:00 AM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-11-10,11:20,19.9,20.2,0.0,75.0,
2022-11-10,11:21,19.9,20.4,0.0,75.0,
2022-11-10,11:22,20.0,20.5,0.0,75.0,
2022-11-10,11:23,20.2,20.7,0.0,75.0,
2022-11-10,11:24,20.3,20.9,0.0,75.0,
2022-11-10,11:25,20.4,21.0,0.0,75.0,
2022-11-10,11:26,20.5,21.2,0.0,75.0,
2022-11-10,11:27,20.6,21.4,0.0,75.0,
2022-11-10,11:28,20.8,21.5,0.0,75.0,
2022-11-10,11:29,20.9,21.7,0.0,75.0,
2022-11-10,11:30,21.1,21.9,0.0,75.0,
2022-11-10,11:31,21.2,22.0,0.0,75.0,
2022-11-10,11:32,21.4,22.2,0.0,75.0,
2022-11-10,11:33,21.6,22.4,0.0,75.0,
2022-11-10,11:34,21.8,22.5,0.0,75.0,
2022-11-10,11:35,21.9,22.7,0.0,75.0,
2022-11-10,11:36,22.0,22.9,0.0,75.0,
2022-11-10,11:37,22.3,23.0,0.0,75.0,
2022-11-10,11:38,22.4,23.2,0.0,75.0,
2022-11-10,11:39,22.6,23.4,0.0,75.0,
2022-11-10,11:40,22.8,23.5,0.0,75.0,
2022-11-10,11:41,22.9,23.7,0.0,75.0,
2022-11-10,11:42,23.2,23.9,0.0,75.0,
2022-11-10,11:43,23.4,24.0,0.0,75.0,
2022-11-10,11:44,23.5,24.2,0.0,75.0,
2022-11-10,11:45,23.9,24.4,0.0,75.0,
2022-11-10,11:46,24.1,24.5,0.0,75.0,
2022-11-10,11:47,24.2,24.7,0.0,75.0,
2022-11-10,11:48,24.5,24.9,0.0,75.0,
2022-11-10,11:49,24.6,25.0,0.0,75.0,
2022-11-10,11:50,24.8,25.2,0.0,75.0,
2022-11-10,11:51,25.1,25.4,0.0,75.0,
2022-11-10,11:52,25.2,25.5,0.0,75.0,
2022-11-10,11:53,25.4,25.7,0.0,75.0,
2022-11-10,11:54,25.6,25.9,0.0,75.0,
2022-11-10,11:55,25.8,26.0,0.0,75.0,
2022-11-10,11:56,26.0,26.2,0.0,75.0,
2022-11-10,11:57,26.2,26.4,0.0,75.0,
2022-11-10,11:58,26.3,26.5,0.0,75.0,
2022-11-10,11:59,26.5,26.7,0.0,75.0,
2022-11-10,12:00,26.8,26.9,0.0,75.0,
2022-11-10,12:01,26.9,27.0,0.0,75.0,
2022-11-10,12:02,27.2,27.2,0.0,75.0,
2022-11-10,12:03,27.3,27.4,0.0,75.0,
2022-11-10,12:04,27.5,27.5,0.0,75.0,
2022-11-10,12:05,27.6,27.7,0.0,75.0,
2022-11-10,12:06,27.9,27.9,0.0,75.0,
2022-11-10,12:07,28.1,28.0,0.0,75.0,
2022-11-10,12:08,28.2,28.2,0.0,75.0,
2022-11-10,12:09,28.3,28.4,0.0,75.0,
2022-11-10,12:10,28.6,28.5,0.0,75.0,
2022-11-10,12:11,28.8,28.7,0.0,75.0,
2022-11-10,12:12,28.9,28.9,0.0,75.0,
2022-11-10,12:13,29.1,29.0,0.0,75.0,
2022-11-10,12:14,29.2,29.2,0.0,75.0,
2022-11-10,12:15,29.4,29.4,0.0,75.0,
2022-11-10,12:16,29.6,29.5,0.0,75.0,
2022-11-10,12:17,29.8,29.7,0.0,75.0,
2022-11-10,12:18,29.9,29.9,0.0,75.0,
2022-11-10,12:19,30.1,30.0,0.0,75.0,
2022-11-10,12:20,30.3,30.0,0.0,75.0,
2022-11-10,12:21,30.4,30.0,0.0,75.0,
2022-11-10,12:22,30.5,30.0,0.0,75.0,
2022-11-10,12:23,30.5,30.0,0.0,75.0,
2022-11-10,12:24,30.4,30.0,0.0,75.0,
2022-11-10,12:25,30.4,30.0,0.0,75.0,
2022-11-10,12:26,30.4,30.0,0.0,75.0,
2022-11-10,12:27,30.4,30.0,0.0,75.0,
2022-11-10,12:28,30.4,30.0,0.0,75.0,
2022-11-10,12:29,30.4,30.0,0.0,75.0,
2022-11-10,12:30,30.3,30.0,0.0,75.0,
2022-11-10,12:31,30.3,30.0,0.0,75.0,
2022-11-10,12:32,30.3,30.0,0.0,75.0,
2022-11-10,12:33,30.3,30.0,0.0,75.0,
2022-11-10,12:34,30.3,30.0,0.0,75.0,
2022-11-10,12:35,30.3,30.0,0.0,75.0,
2022-11-10,12:36,30.2,30.0,0.0,75.0,
2022-11-10,12:37,30.2,30.0,0.0,75.0,
2022-11-10,12:38,30.2,30.0,0.0,75.0,
2022-11-10,12:39,30.2,30.0,0.0,75.0,
2022-11-10,12:40,30.2,30.0,0.0,75.0,
2022-11-10,12:41,30.2,30.0,0.0,75.0,
2022-11-10,12:42,30.2,30.0,0.0,75.0,
2022-11-10,12:43,30.2,30.0,0.0,75.0,
2022-11-10,12:44,30.2,30.0,0.0,75.0,
2022-11-10,12:45,30.2,30.0,0.0,75.0,
2022-11-10,12:46,30.2,30.0,0.0,75.0,
2022-11-10,12:47,30.2,30.0,0.0,75.0,
2022-11-10,12:48,30.2,30.0,0.0,75.0,
2022-11-10,12:49,30.1,30.0,0.0,75.0,
2022-11-10,12:50,30.2,30.0,0.0,75.0,
2022-11-10,12:51,30.1,30.0,0.0,75.0,
2022-11-10,12:52,30.1,30.0,0.0,75.0,
2022-11-10,12:53,30.1,30.0,0.0,75.0,
2022-11-10,12:54,30.1,30.0,0.0,75.0,
2022-11-10,12:55,30.0,30.0,0.0,75.0,
2022-11-10,12:56,30.1,30.0,0.0,75.0,
2022-11-10,12:57,30.1,30.0,0.0,75.0,
2022-11-10,12:58,30.1,30.0,0.0,75.0,
2022-11-10,12:59,30.1,30.0,0.0,75.0,
2022-11-10,13:00,30.1,30.0,0.0,75.0,
2022-11-10,13:01,30.0,30.0,0.0,75.0,
2022-11-10,13:02,30.0,30.0,0.0,75.0,
2022-11-10,13:03,30.0,30.0,0.0,75.0,
2022-11-10,13:04,30.1,30.0,0.0,75.0,
2022-11-10,13:05,30.0,30.0,0.0,75.0,
2022-11-10,13:06,30.0,30.0,0.0,75.0,
2022-11-10,13:07,30.0,30.0,0.0,75.0,
2022-11-10,13:08,30.0,30.0,0.0,75.0,
2022-11-10,13:09,30.0,30.0,0.0,75.0,
2022-11-10,13:10,30.0,30.0,0.0,75.0,
2022-11-10,13:11,30.0,30.0,0.0,75.0,
2022-11-10,13:12,30.0,30.0,0.0,75.0,
2022-11-10,13:13,30.0,30.0,0.0,75.0,
2022-11-10,13:14,30.0,30.0,0.0,75.0,
2022-11-10,13:15,30.0,30.0,0.0,75.0,
2022-11-10,13:16,30.0,30.0,0.0,75.0,
2022-11-10,13:17,30.0,30.0,0.0,75.0,
2022-11-10,13:18,30.0,30.0,0.0,75.0,
2022-11-10,13:19,30.0,30.0,0.0,75.0,
2022-11-10,13:20,30.0,30.0,0.0,75.0,
2022-11-10,13:21,30.0,30.0,0.0,75.0,
2022-11-10,13:22,30.0,30.0,0.0,75.0,
2022-11-10,13:23,30.0,30.0,0.0,75.0,
2022-11-10,13:24,30.0,30.0,0.0,75.0,
2022-11-10,13:25,30.0,30.0,0.0,75.0,
2022-11-10,13:26,30.0,30.0,0.0,75.0,
2022-11-10,13:27,30.0,30.0,0.0,75.0,
2022-11-10,13:28,30.0,30.0,0.0,75.0,
2022-11-10,13:29,30.0,30.0,0.0,75.0,
2022-11-10,13:30,30.0,30.0,0.0,75.0,
2022-11-10,13:31,29.9,30.0,0.0,75.0,
2022-11-10,13:32,30.0,30.0,0.0,75.0,
2022-11-10,13:33,30.0,30.0,0.0,75.0,
2022-11-10,13:34,30.0,30.0,0.0,75.0,
2022-11-10,13:35,30.0,30.0,0.0,75.0,
2022-11-10,13:36,30.0,30.0,0.0,75.0,
2022-11-10,13:37,30.0,30.0,0.0,75.0,
2022-11-10,13:38,30.0,30.0,0.0,75.0,
2022-11-10,13:39,30.0,30.0,0.0,75.0,
2022-11-10,13:40,29.9,30.0,0.0,75.0,
2022-11-10,13:41,30.0,30.0,0.0,75.0,
2022-11-10,13:42,30.0,30.0,0.0,75.0,
2022-11-10,13:43,30.0,30.0,0.0,75.0,
2022-11-10,13:44,30.0,30.0,0.0,75.0,
2022-11-10,13:45,30.0,30.0,0.0,75.0,
2022-11-10,13:46,30.0,30.0,0.0,75.0,
2022-11-10,13:47,30.0,30.0,0.0,75.0,
2022-11-10,13:48,29.9,30.0,0.0,75.0,
2022-11-10,13:49,30.0,30.0,0.0,75.0,
2022-11-10,13:50,29.9,30.0,0.0,75.0,
2022-11-10,13:51,30.0,30.0,0.0,75.0,
2022-11-10,13:52,30.0,30.0,0.0,75.0,
2022-11-10,13:53,30.0,30.0,0.0,75.0,
2022-11-10,13:54,30.0,30.0,0.0,75.0,
2022-11-10,13:55,30.0,30.0,0.0,75.0,
2022-11-10,13:56,30.0,30.0,0.0,75.0,
2022-11-10,13:57,29.9,30.0,0.0,75.0,
2022-11-10,13:58,30.0,30.0,0.0,75.0,
2022-11-10,13:59,30.0,30.0,0.0,75.0,
2022-11-10,14:00,30.0,30.0,0.0,75.0,
2022-11-10,14:01,30.0,30.0,0.0,75.0,
2022-11-10,14:02,30.0,30.0,0.0,75.0,
