Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0127,,Measuring period,,2022-10-27 11:07:00 AM - 2022-11-01 11:30:00 AM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-10-27,11:07,20.0,20.0,,,
2022-10-27,11:08,20.0,20.3,,,
2022-10-27,11:09,20.0,20.6,,,
2022-10-27,11:10,20.0,21.0,,,
2022-10-27,11:11,20.0,21.3,,,
2022-10-27,11:12,20.2,21.6,,,
2022-10-27,11:13,20.3,22.0,,,
2022-10-27,11:14,20.6,22.3,,,
2022-10-27,11:15,21.0,22.6,,,
2022-10-27,11:16,21.2,23.0,,,
2022-10-27,11:17,21.7,23.3,,,
2022-10-27,11:18,22.1,23.7,,,
2022-10-27,11:19,22.6,24.0,,,
2022-10-27,11:20,23.0,24.3,,,
2022-10-27,11:21,23.5,24.7,,,
2022-10-27,11:22,23.7,25.0,,,
2022-10-27,11:23,24.2,25.3,,,
2022-10-27,11:24,24.5,25.7,,,
2022-10-27,11:25,24.8,26.0,,,
2022-10-27,11:26,25.2,26.3,,,
2022-10-27,11:27,25.6,26.7,,,
2022-10-27,11:28,26.0,27.0,,,
2022-10-27,11:29,26.3,27.4,,,
2022-10-27,11:30,26.7,27.7,,,
2022-10-27,11:31,27.2,28.0,,,
2022-10-27,11:32,27.6,28.4,,,
2022-10-27,11:33,28.0,28.7,,,
2022-10-27,11:34,28.2,29.0,,,
2022-10-27,11:35,28.7,29.4,,,
2022-10-27,11:36,28.8,29.7,,,
2022-10-27,11:37,29.3,30.1,,,
2022-10-27,11:38,29.7,30.4,,,
2022-10-27,11:39,30.1,30.7,,,
2022-10-27,11:40,30.6,31.1,,,
2022-10-27,11:41,30.8,31.4,,,
2022-10-27,11:42,31.2,31.7,,,
2022-10-27,11:43,31.6,32.1,,,
2022-10-27,11:44,31.8,32.4,,,
2022-10-27,11:45,32.2,32.7,,,
2022-10-27,11:46,32.5,33.1,,,
2022-10-27,11:47,32.9,33.4,,,
2022-10-27,11:48,33.2,33.8,,,
2022-10-27,11:49,33.5,34.1,,,
2022-10-27,11:50,34.0,34.4,,,
2022-10-27,11:51,34.2,34.8,,,
2022-10-27,11:52,34.7,35.1,,,
2022-10-27,11:53,35.0,35.4,,,
2022-10-27,11:54,35.2,35.8,,,
2022-10-27,11:55,35.5,36.1,,,
2022-10-27,11:56,36.0,36.4,,,
2022-10-27,11:57,36.4,36.8,,,
2022-10-27,11:58,36.7,37.1,,,
2022-10-27,11:59,37.0,37.5,,,
2022-10-27,12:00,37.4,37.8,,,
2022-10-27,12:01,37.7,38.1,,,
2022-10-27,12:02,38.0,38.5,,,
2022-10-27,12:03,38.4,38.8,,,
2022-10-27,12:04,38.7,39.1,,,
2022-10-27,12:05,39.0,39.5,,,
2022-10-27,12:06,39.4,39.8,,,
2022-10-27,12:07,39.7,40.2,,,
2022-10-27,12:08,40.0,40.1,,,
2022-10-27,12:09,40.5,40.0,,,
2022-10-27,12:10,40.7,39.9,,,
2022-10-27,12:11,40.7,39.9,,,
2022-10-27,12:12,40.7,39.8,,,
2022-10-27,12:13,40.7,39.7,,,
2022-10-27,12:14,40.5,39.7,,,
2022-10-27,12:15,40.4,39.6,,,
2022-10-27,12:16,40.2,39.5,,,
2022-10-27,12:17,40.0,39.5,,,
2022-10-27,12:18,39.9,39.4,,,
2022-10-27,12:19,39.7,39.3,,,
2022-10-27,12:20,39.7,39.3,,,
2022-10-27,12:21,39.5,39.2,,,
2022-10-27,12:22,39.5,39.1,,,
2022-10-27,12:23,39.5,39.1,,,
2022-10-27,12:24,39.5,39.0,,,
2022-10-27,12:25,39.4,38.9,,,
2022-10-27,12:26,39.2,38.9,,,
2022-10-27,12:27,39.2,38.8,,,
2022-10-27,12:28,39.0,38.7,,,
2022-10-27,12:29,39.0,38.6,,,
2022-10-27,12:30,38.9,38.6,,,
2022-10-27,12:31,38.7,38.5,,,
2022-10-27,12:32,38.5,38.4,,,
2022-10-27,12:33,38.5,38.4,,,
2022-10-27,12:34,38.5,38.3,,,
2022-10-27,12:35,38.5,38.2,,,
2022-10-27,12:36,38.4,38.2,,,
2022-10-27,12:37,38.4,38.1,,,
2022-10-27,12:38,38.2,38.0,,,
2022-10-27,12:39,38.2,38.0,,,
2022-10-27,12:40,38.0,37.9,,,
2022-10-27,12:41,38.0,37.8,,,
2022-10-27,12:42,37.9,37.8,,,
2022-10-27,12:43,37.9,37.7,,,
2022-10-27,12:44,37.7,37.6,,,
2022-10-27,12:45,37.7,37.6,,,
2022-10-27,12:46,37.7,37.5,,,
2022-10-27,12:47,37.5,37.4,,,
2022-10-27,12:48,37.5,37.3,,,
2022-10-27,12:49,37.5,37.3,,,
2022-10-27,12:50,37.4,37.2,,,
2022-10-27,12:51,37.2,37.1,,,
2022-10-27,12:52,37.2,37.1,,,
2022-10-27,12:53,37.0,37.0,,,
2022-10-27,12:54,37.0,36.9,,,
2022-10-27,12:55,37.0,36.9,,,
2022-10-27,12:56,37.0,36.8,,,
2022-10-27,12:57,36.7,36.7,,,
2022-10-27,12:58,36.7,36.7,,,
2022-10-27,12:59,36.7,36.6,,,
2022-10-27,13:00,36.5,36.5,,,
2022-10-27,13:01,36.5,36.5,,,
2022-10-27,13:02,36.5,36.4,,,
2022-10-27,13:03,36.5,36.3,,,
2022-10-27,13:04,36.4,36.3,,,
2022-10-27,13:05,36.4,36.2,,,
2022-10-27,13:06,36.2,36.1,,,
2022-10-27,13:07,36.0,36.1,,,
2022-10-27,13:08,36.0,36.1,,,
2022-10-27,13:09,36.0,36.2,,,
2022-10-27,13:10,36.0,36.3,,,
2022-10-27,13:11,36.0,36.4,,,
2022-10-27,13:12,36.0,36.5,,,
2022-10-27,13:13,36.2,36.5,,,
2022-10-27,13:14,36.2,36.6,,,
2022-10-27,13:15,36.4,36.7,,,
2022-10-27,13:16,36.5,36.8,,,
2022-10-27,13:17,36.5,36.9,,,
2022-10-27,13:18,36.7,36.9,,,
2022-10-27,13:19,36.7,37.0,,,
2022-10-27,13:20,36.9,37.1,,,
2022-10-27,13:21,37.0,37.2,,,
2022-10-27,13:22,37.0,37.3,,,
2022-10-27,13:23,37.2,37.3,,,
2022-10-27,13:24,37.2,37.4,,,
2022-10-27,13:25,37.2,37.5,,,
2022-10-27,13:26,37.4,37.6,,,
2022-10-27,13:27,37.5,37.7,,,
2022-10-27,13:28,37.5,37.7,,,
2022-10-27,13:29,37.5,37.8,,,
2022-10-27,13:30,37.7,37.9,,,
2022-10-27,13:31,37.9,38.0,,,
2022-10-27,13:32,37.9,38.1,,,
2022-10-27,13:33,38.0,38.1,,,
2022-10-27,13:34,38.0,38.2,,,
2022-10-27,13:35,38.0,38.3,,,
2022-10-27,13:36,38.2,38.4,,,
