Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0127,,Measuring period,,2022-11-03 10:41:00 AM - 2022-11-08 12:15:00 PM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-11-03,10:41,20.0,20.0,,,
2022-11-03,10:42,20.0,20.2,,,
2022-11-03,10:43,20.0,20.5,,,
2022-11-03,10:44,20.0,20.8,,,
2022-11-03,10:45,20.0,21.1,,,
2022-11-03,10:46,20.2,21.4,,,
2022-11-03,10:47,20.3,21.7,,,
2022-11-03,10:48,20.6,21.9,,,
2022-11-03,10:49,20.7,22.2,,,
2022-11-03,10:50,21.2,22.5,,,
2022-11-03,10:51,21.5,22.8,,,
2022-11-03,10:52,21.7,23.1,,,
2022-11-03,10:53,22.2,23.4,,,
2022-11-03,10:54,22.5,23.6,,,
2022-11-03,10:55,22.8,23.9,,,
2022-11-03,10:56,23.2,24.2,,,
2022-11-03,10:57,23.5,24.5,,,
2022-11-03,10:58,23.8,24.8,,,
2022-11-03,10:59,24.1,25.1,,,
2022-11-03,11:00,24.5,25.3,,,
2022-11-03,11:01,24.8,25.6,,,
2022-11-03,11:02,25.2,25.9,,,
2022-11-03,11:03,25.6,26.2,,,
2022-11-03,11:04,25.8,26.5,,,
2022-11-03,11:05,26.2,26.8,,,
2022-11-03,11:06,26.5,27.0,,,
2022-11-03,11:07,26.7,27.3,,,
2022-11-03,11:08,27.0,27.6,,,
2022-11-03,11:09,27.5,27.9,,,
2022-11-03,11:10,27.7,28.2,,,
2022-11-03,11:11,28.1,28.5,,,
2022-11-03,11:12,28.3,28.7,,,
2022-11-03,11:13,28.7,29.0,,,
2022-11-03,11:14,29.0,29.3,,,
2022-11-03,11:15,29.2,29.6,,,
2022-11-03,11:16,29.6,29.9,,,
2022-11-03,11:17,29.8,30.2,,,
2022-11-03,11:18,30.2,30.4,,,
2022-11-03,11:19,30.5,30.7,,,
2022-11-03,11:20,30.8,31.0,,,
2022-11-03,11:21,31.2,31.3,,,
2022-11-03,11:22,31.3,31.6,,,
2022-11-03,11:23,31.7,31.9,,,
2022-11-03,11:24,31.8,32.1,,,
2022-11-03,11:25,32.2,32.4,,,
2022-11-03,11:26,32.5,32.7,,,
2022-11-03,11:27,32.7,33.0,,,
