Company,,University of Waterloo,,Tested by,,
Experiment,,,,Probe ID,,
Ser.-No.,,R511.0127,,Measuring period,,2022-11-17 11:08:00 AM - 2022-11-22 11:26:00 AM
,,,,,,
,,,,,,
,,,,,,
Date,Time,Temp.,Set-,Alarm,Alarm,Alarm
,,,Point,Min.,Max.,Temp.
,,(°C),(°C),(°C),(°C),(°C)
,,,,,,
2022-11-17,11:08,20.0,20.0,,,
2022-11-17,11:09,20.0,20.2,,,
2022-11-17,11:10,20.0,20.5,,,
2022-11-17,11:11,20.0,20.7,,,
2022-11-17,11:12,20.0,21.0,,,
2022-11-17,11:13,20.1,21.2,,,
2022-11-17,11:14,20.2,21.5,,,
2022-11-17,11:15,20.3,21.8,,,
2022-11-17,11:16,20.6,22.0,,,
2022-11-17,11:17,20.7,22.3,,,
2022-11-17,11:18,21.1,22.5,,,
2022-11-17,11:19,21.3,22.8,,,
2022-11-17,11:20,21.7,23.1,,,
2022-11-17,11:21,22.1,23.3,,,
2022-11-17,11:22,22.5,23.6,,,
2022-11-17,11:23,22.8,23.8,,,
2022-11-17,11:24,23.2,24.1,,,
2022-11-17,11:25,23.3,24.3,,,
2022-11-17,11:26,23.7,24.6,,,
2022-11-17,11:27,24.1,24.9,,,
2022-11-17,11:28,24.3,25.1,,,
2022-11-17,11:29,24.7,25.4,,,
2022-11-17,11:30,24.8,25.6,,,
2022-11-17,11:31,25.2,25.9,,,
2022-11-17,11:32,25.5,26.2,,,
2022-11-17,11:33,25.7,26.4,,,
2022-11-17,11:34,26.0,26.7,,,
2022-11-17,11:35,26.3,26.9,,,
2022-11-17,11:36,26.7,27.2,,,
2022-11-17,11:37,27.0,27.4,,,
2022-11-17,11:38,27.2,27.7,,,
2022-11-17,11:39,27.6,28.0,,,
2022-11-17,11:40,27.8,28.2,,,
2022-11-17,11:41,28.1,28.5,,,
2022-11-17,11:42,28.3,28.7,,,
2022-11-17,11:43,28.6,29.0,,,
2022-11-17,11:44,28.8,29.3,,,
2022-11-17,11:45,29.2,29.5,,,
2022-11-17,11:46,29.5,29.8,,,
2022-11-17,11:47,29.7,30.0,,,
2022-11-17,11:48,30.2,30.3,,,
2022-11-17,11:49,30.3,30.5,,,
2022-11-17,11:50,30.7,30.8,,,
2022-11-17,11:51,31.0,31.1,,,
2022-11-17,11:52,31.2,31.3,,,
2022-11-17,11:53,31.3,31.6,,,
2022-11-17,11:54,31.7,31.8,,,
2022-11-17,11:55,31.8,32.1,,,
2022-11-17,11:56,32.2,32.4,,,
2022-11-17,11:57,32.4,32.6,,,
2022-11-17,11:58,32.7,32.9,,,
2022-11-17,11:59,33.0,33.1,,,
2022-11-17,12:00,33.2,33.4,,,
2022-11-17,12:01,33.4,33.6,,,
2022-11-17,12:02,33.7,33.9,,,
2022-11-17,12:03,34.0,34.2,,,
2022-11-17,12:04,34.2,34.4,,,
2022-11-17,12:05,34.5,34.7,,,
2022-11-17,12:06,34.7,34.9,,,
2022-11-17,12:07,35.0,35.2,,,
2022-11-17,12:08,35.2,35.5,,,
2022-11-17,12:09,35.5,35.4,,,
2022-11-17,12:10,35.9,35.4,,,
2022-11-17,12:11,36.0,35.3,,,
2022-11-17,12:12,36.0,35.3,,,
2022-11-17,12:13,36.0,35.2,,,
2022-11-17,12:14,36.0,35.2,,,
2022-11-17,12:15,35.9,35.1,,,
2022-11-17,12:16,35.7,35.1,,,
2022-11-17,12:17,35.7,35.0,,,
2022-11-17,12:18,35.5,35.0,,,
2022-11-17,12:19,35.4,34.9,,,
2022-11-17,12:20,35.2,34.9,,,
2022-11-17,12:21,35.0,34.8,,,
2022-11-17,12:22,35.0,34.8,,,
2022-11-17,12:23,35.0,34.8,,,
2022-11-17,12:24,35.0,34.7,,,
2022-11-17,12:25,35.0,34.7,,,
2022-11-17,12:26,35.0,34.6,,,
2022-11-17,12:27,35.0,34.6,,,
2022-11-17,12:28,34.9,34.5,,,
2022-11-17,12:29,34.7,34.5,,,
2022-11-17,12:30,34.7,34.4,,,
2022-11-17,12:31,34.7,34.4,,,
2022-11-17,12:32,34.5,34.3,,,
2022-11-17,12:33,34.5,34.3,,,
2022-11-17,12:34,34.4,34.2,,,
2022-11-17,12:35,34.2,34.2,,,
2022-11-17,12:36,34.2,34.1,,,
2022-11-17,12:37,34.2,34.1,,,
2022-11-17,12:38,34.2,34.1,,,
2022-11-17,12:39,34.2,34.0,,,
2022-11-17,12:40,34.0,34.0,,,
2022-11-17,12:41,34.0,33.9,,,
2022-11-17,12:42,34.0,33.9,,,
2022-11-17,12:43,34.0,33.8,,,
2022-11-17,12:44,33.9,33.8,,,
2022-11-17,12:45,33.7,33.7,,,
2022-11-17,12:46,33.7,33.7,,,
2022-11-17,12:47,33.7,33.6,,,
2022-11-17,12:48,33.7,33.6,,,
2022-11-17,12:49,33.7,33.5,,,
2022-11-17,12:50,33.7,33.5,,,
2022-11-17,12:51,33.7,33.4,,,
2022-11-17,12:52,33.5,33.4,,,
2022-11-17,12:53,33.5,33.4,,,
2022-11-17,12:54,33.5,33.3,,,
2022-11-17,12:55,33.5,33.3,,,
2022-11-17,12:56,33.4,33.2,,,
2022-11-17,12:57,33.2,33.2,,,
2022-11-17,12:58,33.2,33.1,,,
2022-11-17,12:59,33.2,33.1,,,
2022-11-17,13:00,33.0,33.0,,,
2022-11-17,13:01,33.0,33.0,,,
2022-11-17,13:02,33.0,32.9,,,
2022-11-17,13:03,33.0,32.9,,,
2022-11-17,13:04,33.0,32.8,,,
2022-11-17,13:05,32.9,32.8,,,
2022-11-17,13:06,32.9,32.7,,,
2022-11-17,13:07,32.9,32.7,,,
2022-11-17,13:08,32.7,32.7,,,
2022-11-17,13:09,32.7,32.7,,,
2022-11-17,13:10,32.7,32.8,,,
2022-11-17,13:11,32.7,32.9,,,
2022-11-17,13:12,32.5,33.0,,,
2022-11-17,13:13,32.5,33.1,,,
2022-11-17,13:14,32.7,33.2,,,
2022-11-17,13:15,32.7,33.3,,,
2022-11-17,13:16,33.0,33.4,,,
2022-11-17,13:17,33.0,33.5,,,
2022-11-17,13:18,33.2,33.6,,,
2022-11-17,13:19,33.4,33.7,,,
2022-11-17,13:20,33.5,33.8,,,
2022-11-17,13:21,33.5,33.9,,,
2022-11-17,13:22,33.7,34.0,,,
2022-11-17,13:23,33.7,34.1,,,
2022-11-17,13:24,34.0,34.2,,,
2022-11-17,13:25,34.2,34.3,,,
2022-11-17,13:26,34.2,34.4,,,
2022-11-17,13:27,34.2,34.5,,,
2022-11-17,13:28,34.2,34.6,,,
2022-11-17,13:29,34.4,34.7,,,
2022-11-17,13:30,34.5,34.8,,,
2022-11-17,13:31,34.5,34.9,,,
2022-11-17,13:32,34.7,35.0,,,
2022-11-17,13:33,34.7,35.1,,,
2022-11-17,13:34,35.0,35.2,,,
2022-11-17,13:35,35.0,35.3,,,
2022-11-17,13:36,35.2,35.4,,,
2022-11-17,13:37,35.4,35.5,,,
2022-11-17,13:38,35.4,35.6,,,
2022-11-17,13:39,35.5,35.6,,,
2022-11-17,13:40,35.5,35.7,,,
2022-11-17,13:41,35.7,35.8,,,
2022-11-17,13:42,35.7,35.9,,,
2022-11-17,13:43,35.9,36.0,,,
2022-11-17,13:44,36.0,36.1,,,
2022-11-17,13:45,36.0,36.2,,,
2022-11-17,13:46,36.2,36.3,,,
2022-11-17,13:47,36.2,36.4,,,
2022-11-17,13:48,36.4,36.5,,,
2022-11-17,13:49,36.5,36.6,,,
2022-11-17,13:50,36.5,36.7,,,
2022-11-17,13:51,36.5,36.8,,,
2022-11-17,13:52,36.7,36.9,,,
2022-11-17,13:53,36.9,37.0,,,
2022-11-17,13:54,37.0,37.1,,,
2022-11-17,13:55,37.2,37.2,,,
2022-11-17,13:56,37.2,37.3,,,
2022-11-17,13:57,37.2,37.4,,,
2022-11-17,13:58,37.4,37.5,,,
2022-11-17,13:59,37.4,37.6,,,
2022-11-17,14:00,37.5,37.7,,,
2022-11-17,14:01,37.7,37.8,,,
2022-11-17,14:02,37.7,37.9,,,
2022-11-17,14:03,37.9,38.0,,,
2022-11-17,14:04,38.0,38.1,,,
2022-11-17,14:05,38.0,38.2,,,
2022-11-17,14:06,38.2,38.3,,,
2022-11-17,14:07,38.2,38.4,,,
2022-11-17,14:08,38.4,38.5,,,
2022-11-17,14:09,38.5,38.5,,,
2022-11-17,14:10,38.5,38.5,,,
2022-11-17,14:11,38.5,38.5,,,
2022-11-17,14:12,38.5,38.5,,,
2022-11-17,14:13,38.7,38.5,,,
2022-11-17,14:14,38.7,38.6,,,
2022-11-17,14:15,38.7,38.6,,,
2022-11-17,14:16,38.7,38.6,,,
2022-11-17,14:17,38.7,38.6,,,
2022-11-17,14:18,38.7,38.6,,,
2022-11-17,14:19,38.7,38.7,,,
2022-11-17,14:20,38.7,38.7,,,
2022-11-17,14:21,38.7,38.7,,,
2022-11-17,14:22,38.7,38.7,,,
2022-11-17,14:23,38.7,38.7,,,
2022-11-17,14:24,38.5,38.7,,,
2022-11-17,14:25,38.7,38.8,,,
2022-11-17,14:26,38.7,38.8,,,
2022-11-17,14:27,38.9,38.8,,,
2022-11-17,14:28,38.9,38.8,,,
2022-11-17,14:29,39.0,38.8,,,
2022-11-17,14:30,39.0,38.9,,,
2022-11-17,14:31,39.0,38.9,,,
2022-11-17,14:32,39.0,38.9,,,
2022-11-17,14:33,39.0,38.9,,,
2022-11-17,14:34,39.0,38.9,,,
2022-11-17,14:35,39.0,38.9,,,
2022-11-17,14:36,38.9,39.0,,,
2022-11-17,14:37,38.9,39.0,,,
2022-11-17,14:38,38.9,39.0,,,
2022-11-17,14:39,39.0,39.0,,,
2022-11-17,14:40,39.0,39.0,,,
2022-11-17,14:41,39.0,39.1,,,
2022-11-17,14:42,39.0,39.1,,,
2022-11-17,14:43,39.0,39.1,,,
2022-11-17,14:44,39.2,39.1,,,
2022-11-17,14:45,39.2,39.1,,,
2022-11-17,14:46,39.2,39.1,,,
2022-11-17,14:47,39.2,39.2,,,
2022-11-17,14:48,39.2,39.2,,,
2022-11-17,14:49,39.2,39.2,,,
2022-11-17,14:50,39.2,39.2,,,
2022-11-17,14:51,39.2,39.2,,,
2022-11-17,14:52,39.2,39.3,,,
2022-11-17,14:53,39.2,39.3,,,
2022-11-17,14:54,39.2,39.3,,,
2022-11-17,14:55,39.2,39.3,,,
2022-11-17,14:56,39.4,39.3,,,
2022-11-17,14:57,39.4,39.3,,,
2022-11-17,14:58,39.4,39.4,,,
2022-11-17,14:59,39.4,39.4,,,
2022-11-17,15:00,39.4,39.4,,,
2022-11-17,15:01,39.4,39.4,,,
2022-11-17,15:02,39.4,39.4,,,
2022-11-17,15:03,39.4,39.5,,,
2022-11-17,15:04,39.4,39.5,,,
2022-11-17,15:05,39.4,39.5,,,
2022-11-17,15:06,39.5,39.5,,,
2022-11-17,15:07,39.5,39.5,,,
2022-11-17,15:08,39.5,39.6,,,
2022-11-17,15:09,39.5,39.5,,,
2022-11-17,15:10,39.5,39.5,,,
2022-11-17,15:11,39.5,39.5,,,
2022-11-17,15:12,39.5,39.5,,,
